"","pmid","X","publication_year","last_author","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","coi_text","is_coi_pred","fund_text","is_fund_pred","register_text","is_register_pred"
"11",21439049,402,2011,0,FALSE,"",FALSE,"","","Competing interests The authors declare that they have no competing interests.",TRUE,"Acknowledgements and funding We want to thank all the families and teachers in the schools who participate in this intervention. This study is funded by the Public Health Fund, Stockholm County Council, grant number HSN 0908-0786 and the Signhild Engkvist Foundation.",TRUE,"Trial registration ISRCTN: ISRCTN32750699",TRUE
"12",21448267,403,2011,0,FALSE,"",FALSE,"","","Competing Interests: The authors have declared that no competing interests exist.",TRUE,"Funding:  This study was supported by The Swedish Cancer Society, The Vardal Institute, The
County Council of Ostergotland, The University of Linköping, Cancer and
Traffic Injury Fund and The Vardal Foundation for Health Care Sciences and
Allergy Research. Mats Lekander and Martin Ingvar are members of Stockholm Brain
Institute funded by Vinnova and The Swedish Strategic Research Foundation. The
funders had no role in study design, data collection and analysis, decision to
publish, or preparation of the manuscript.",TRUE,"Trial Registration ClinicalTrials.gov NCT00621660",TRUE
"13",21473754,400,2011,0,FALSE,"",FALSE,"","","Competing interests The authors declare that they have no competing interests.",TRUE,"",FALSE,"",FALSE
"14",21483704,401,2011,0,FALSE,"",FALSE,"","","Competing Interests: The authors have declared that no competing interests exist.",TRUE,"Funding:  This study was supported by research grants from Stockholm County Council (Nils
Lindefors) and the Bror Gadelius Fund (Erik Hedman). The main funding
organization (Stockholm County Council) is a public institution and neither of
the funding organizations had any role in the design and conduct of the study;
in the collection, management, and analysis of the data; or in the preparation,
review and approval of the manuscript.",TRUE,"Trial Registration ClinicalTrials.gov NCT00564967
",TRUE
"15",21633503,407,2011,0,FALSE,"",FALSE,"","","Competing Interests: The authors have declared that no competing interests exist.",TRUE,"Funding:  This work was supported financially by the European Research Council, the Swedish Foundation for Strategic Research, the Human Frontier Science Programme, the James S. McDonnell Foundation, and the Söderbergska Stiftelsen. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",TRUE,"",FALSE
"16",21668746,398,2011,1,FALSE,"",FALSE,"","","",FALSE,"CB is supported by a Lord Florey Scholarship of the Berrow Foundation and an Eugenio Litta Scholarship, KV is funded by an NIHR Academic Clinical Lecturer Award, and EH is supported by a Wellcome Trust Clinical Fellowship (WT088217) and a grant from the Lupina Foundation.",TRUE,"",FALSE
"17",21676694,399,2011,0,FALSE,"",FALSE,"","","None declared",TRUE,"The funding organization (Stockholm County Council) is a public institution that had no role in the design and conduct of the study; in the collection, management, and analysis of the data; or in the preparation, review and approval of the manuscript.",TRUE,"Trial registration  Clinicaltrials.gov NCT01145690; http://clinicaltrials.gov/ct2/show/NCT01145690 (Archived by WebCite at http://www.webcitation.org/5ygRxDLfK)",TRUE
"18",21783339,390,2011,1,FALSE,"",FALSE,"","","Conflict of interest None.",TRUE,"Emily Holmes was supported by the Wellcome trust (WT088217) and The Lupina Foundation.",TRUE,"",FALSE
"19",21794144,397,2011,0,FALSE,"",FALSE,"","","Competing interests The authors declare that they have no competing interests.",TRUE,"This project was made possible by the support of the Canadian Institutes of Health Research (CIHR) Knowledge Translation Synthesis Program (KRS 86255). JES is supported by CIHR postdoctoral and Bisby fellowships. CAE holds a CIHR Canada Research Chair in Knowledge Translation. HMO holds Alberta Heritage Foundation for Medical Research (AHFMR) and KT Canada (CIHR) doctoral scholarships. PG holds a grant from AFA Insurance, and LW is supported by the Center for Care Sciences at Karolinska Institutet. We would like to thank Dagmara Chojecki, MLIS for her support in finalizing the search strategy.",TRUE,"",FALSE
"20",21798515,394,2011,0,FALSE,"",FALSE,"","","",FALSE,"Funding for this study was provided by a Wellcome Trust Intermediate Clinical Fellowship awarded to Emily A. Holmes (088217). Christopher G. Fairburn is a Wellcome Trust Principal Research Fellow (046386). The Wellcome Trust had no further role in study design; in the collection, analysis and interpretation of data; in the writing of the report; and in the decision to submit the paper for publication. SMS mood monitoring was supported by a National Institute for Health Research-NIHR Programme Grant for Applied Research: RP-PG-0108-10087 (Guy M. Goodwin and John R. Geddes PIs) and Oxford Health NHS Foundation Trust.",TRUE,"",FALSE
"21",21812991,396,2011,0,FALSE,"",FALSE,"","","Competing interests The authors declare that they have no competing interests.",TRUE,"The Swedish Research Council, the Söderströmska-Königska Foundation and Stockholm County Council for funding the study. Anna-Clara Hellstadius, Sara Steneby and Jan Bergström for proofreading the treatment manual. Diana Radu Djurfeldt, Carl Granfors, Karin Hyland, Johan Larsson, Sergej Andréewitch and Simon Cervenka for diagnostic assessments. Monica Hellberg and Yvonne Sedlenieks for administrative assistance.",TRUE,"Trial Registration ClinicalTrials.gov: NCT01348529",TRUE
"22",21832988,389,2011,0,FALSE,"",FALSE,"","","GMG has held grants from Bailly Thomas, Sanofi-Aventis, and Servier, received honoraria for speaking or chairing educational meetings from AstraZeneca, Bristol-Meyers Squibb, Eisai, Lundbeck, Sanofi-Aventis, and Servier, and advised AstraZeneca, Bristol-Meyers Squibb, Boehringer Ingelheim, Cephalon, Hoffman-Laroche, Janssen-Cilag, Lilly, Lundbeck, P1vital, Roche, Sanofi-aventis, Shering Plough, Servier, and Wyeth. He holds shares in P1vital and acted as expert witness for Lilly and Servier. CJH is on the advisory board of P1vital Ltd and holds shares in this company. She is a company director and holds shares in Oxford Psychologists Ltd. The other authors declare no conflict of interest.",TRUE,"This research was supported by a Wellcome Trust Fellowship to Dr Browning (081672). Dr Holmes was supported by a Wellcome Trust Clinical Fellowship (088217). Finally, some of the caveats in interpreting the results of this study should be acknowledged. We have suggested that our results may have clinical implications; however, extrapolating these laboratory results to the clinic requires two assumptions. First, it assumes that the degree of affective bias change induced by a treatment is a reasonable proxy for the clinical efficacy of that treatment, and second, it assumes that the cognitive effects of the interventions demonstrated in this study of healthy volunteers are an accurate reflection of their effects in clinical populations. Support for these assumptions is provided by previous work, which has demonstrated that the initial effects of antidepressants on affective bias predict later clinical response () and by the similarity between the effects of the treatments on affective biases in non-clinical and clinical populations (, ). Furthermore, the finding that the cognitive effects of citalopram predicted its protective effect during the mood induction task supports a link between affective bias and subjective mood. However, a more direct test of these assumptions would obviously be provided by replicating the current findings in a clinical sample. A second caveat is that the stability and persistence of any cognitive bias training is likely to be influenced both by the reliability of the measures of cognitive bias (see  and ) and by the variability in the induced bias itself (; ). As our study was designed to test the immediate impact of interventions on cognitive functioning and mood reactivity, we did not assess the degree to which the induced biases persisted and remained stable after completion of the treatment. Future studies may be able to address this limitation by retesting the effects of the treatments at later time points. Third, we monitored compliance with the pharmacological aspect of treatment using participants' self-report only. It would have been reassuring also to have access to serum citalopram levels to objectively confirm compliance. Fourth, we did not collect detailed information on participants' family history of depression. Given the previous finding that this factor is associated with more pronounced negative mood effects of tryptophan depletion (), it would be interesting to investigate whether it also mediated the protective effects of citalopram found during the mood induction task. Finally, it should also be acknowledged that the sample sizes used in the study were relatively modest. Thus, although the study was able to identify significant interactions between the two treatments, other treatment effects may not have been detected because of insufficient power.",TRUE,"",FALSE
"23",21849316,381,2012,1,FALSE,"",FALSE,"","","",FALSE,"E.A.H. was supported by a Wellcome Trust Clinical Fellowship (Ref: 088217). SMS mood monitoring was supported by a National Institute for Health Research-NIHR Programme Grant for Applied Research: RP-PG-0108-10087 (G.M.G. and J.R.G. PIs) and Oxford Health NHS Foundation Trust. We would like to thank the Royal Society who provided the intellectual environment for the development of this interdisciplinary project.",TRUE,"",FALSE
"24",21992655,393,2011,0,FALSE,"",FALSE,"","","Competing interests The authors declare that they have no competing interests.",TRUE,"Acknowledgements and funding This study was funded by the Stockholm City Council, the Stockholm Centre for Psychiatry Research, Linköping University, the Söderström-Königska Foundation, and the Bror Gadelius Foundation. The main funding organization (Stockholm County Council) is a public institution and none of the funding organizations had any role in the design and conduct of the study; in the collection, management, and analysis of the data; or in the preparation, review, and approval of the manuscript.",TRUE,"Trial Registration ClinicalTrials.gov: NCT00844961",TRUE
"25",22032936,388,2011,1,FALSE,"",FALSE,"","","",FALSE,"This research was supported by a Wellcome Trust Intermediate Clinical Fellowship to Emily Holmes (WT088217) and support from the Lupina Foundation.",TRUE,"",FALSE
"26",22064977,377,2012,0,FALSE,"",FALSE,"","","Conflict of interest None.",TRUE,"We are grateful to head radiographer Stuart Wilson for his assistance in the smooth running of the project. We would like to thank SBR for his enthusiastic participation and generous offering of his time. This research was funded by the Royal Society (University Research Fellowship to HB), a Wellcome Trust Clinical Fellowship (WT088217 to EH) and the NIHR Biomedical Research Centre, Oxford (CK).",TRUE,"",FALSE
"27",22085478,392,2011,1,FALSE,"",FALSE,"","","GMG has received grants from Sanofi-aventis and Servier in the past, and honoraria from various pharmaceutical companies. EAH has received funding from a Wellcome Trust Clinical Fellowship (WT088217); and grants from the Lupina Foundation, Royal Society, Medical Research Council, and the Economic and Social Research Council in the UK. SAH and CD have no conflicts of interest to report.",TRUE,"This research was funded by Oxfordshire and Buckinghamshire Mental Health Trust support to SAH, and a Wellcome Trust Clinical Fellowship awarded to EAH. GMG has received grants from Sanofi-aventis and Servier in the past, and honoraria from various pharmaceutical companies. EAH has received funding from a Wellcome Trust Clinical Fellowship (WT088217); and grants from the Lupina Foundation, Royal Society, Medical Research Council, and the Economic and Social Research Council in the UK. SAH and CD have no conflicts of interest to report.",TRUE,"",FALSE
"28",22087265,406,2011,0,FALSE,"",FALSE,"","","Competing Interests: The authors have declared that no competing interests exist.",TRUE,"Funding:  Financial support was provided through the regional agreement on medical training and clinical research (ALF) between Stockholm County Council and Karolinska Institutet, grants from the Swedish Research Council (SIMSAM grant number 80748301), Centre for Allergy Research and the Strategic Research Program in Epidemiology at Karolinska Institutet. Fang Fang was partially supported by a postdoctoral fellowship from Hjärnfonden. Caroline Olgart Höglund was supported by the Karolinska Institutet and the Swedish Heart Lung Foundation. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",TRUE,"",FALSE
"29",22098673,391,2011,1,FALSE,"",FALSE,"","","Competing interests The authors declare that they have no competing interests.",TRUE,"",FALSE,"",FALSE
"30",22104657,376,2012,1,FALSE,"",FALSE,"","","",FALSE,"Emily A. Holmes is supported by a Wellcome Trust Clinical Fellowship (WT088217). This research was also supported by a grant from the Economic and Social Research Council (RES-061-23-0030), a John Fell OUP Grant (PRAC/JF), and funding from the National Institute of Health Research (NIHR) awarded to Emily A. Holmes. We would like to thank Anna Chilvers and Louise Acker for assistance in data collection. We would also like to thank the providers of the film clips used in these studies, including LyleBailie International, Kino International and the British Film Institute National Archives.",TRUE,"",FALSE
"31",22264332,382,2012,0,FALSE,"",FALSE,"","","Competing interests Financial disclosure: Susanna Jernelöv is the author of the commercially available self-help book used in this study. We are aware of no other competing interests.",TRUE,"Preparation of this article was supported by Osher Center for Integrative Medicine, the Stockholm Stress Center, Centre for Allergy Research, the Karolinska Institutet, AFA Sickness Insurance Research Fund, the regional agreement on medical training and clinical research (ALF) between Stockholm County Council and Karolinska Institutet, and the Bror Gadelius memory foundation. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",TRUE,"Trial Registration ClinicalTrials.gov: NCT01105052",TRUE
"32",22348650,374,2012,0,FALSE,"",FALSE,"","","Declaration of Interest None.",TRUE,"Financial support was provided through the regional agreement on medical training and clinical research (ALF) between Stockholm County Council and Karolinska Institutet. Thanks to the Swedish Research Council and the Swedish Society of Medicine (Söderström Königska sjukhemmet) for funding the study and Maja Ågren and Elin Elveling for diagnostic assessments and treatment assistance.",TRUE,"The study protocol was approved by the regional ethics review board in Stockholm, Sweden. The trial was registered at Clinicaltrials.gov, registration ID: NCT01347099.",TRUE
"33",22356650,373,2012,0,FALSE,"",FALSE,"","","Conflict of interest The authors confirm that there are no conflicts of interest.",TRUE,"The authors are grateful for the support of this work by grants from the Swedish Research Council (072194), Swedish Brain Power, The Knut and Alice Wallenberg Foundation, Karolinska Institutet Research funds, The Swedish Brain Foundation, Stiftelsen för Gamla Tjänarinnor, Alzheimer Foundation Sweden, Gun och Bertil Stohnes stiftelse and Stockholm County Council. XW was supported by China Scholarship Council and Jilin University of China. COH was supported by the Swedish HeartLung Foundation and Karolinska Institutet and BK by the Centre for Allergy Reseach, KIRCNET (Karolinska Reseach Network for Circulation and Respiration) and Hedlunds Foundation. Supporting information: Additional Supporting Information may be found in the online version of this article:: Figure S1 The effects of chronic airway-induced allergy on the estimation of the total number of cells and of eosinophils in the bronchoalveolar lavage (BAL) fluid from Balb/c (A) and C57B6 (B) mice.: Figure S2 The effects of chronic airway-induced allergy on the brain levels of IgG (A – E) and IgE (A) as shown by immunoblotting (A) and immunohistochemistry (B–E) in C57B6 mice.: Figure S3 The effects of chronic airway-induced allergy on the levels of TH1/TH2 cytokines (interleukin (IL)-1b, -2, -4, -5, -8, -10, -12, interferon (IFN)-γ, tumour necrosis factor (TNF)-α), in the hippocampus (A) and parietal cortex (B) of C57B6 mice, as measured by Mesoscale assay.: Figure S4 The effects of chronic airway-induced allergy on the expression of glial fibrillary acidic protein (GFAP) in the hippocampus of C57B6 mice as determined by immunoblotting.: Figure S5 The effects of chronic airway-induced allergy on tau-phosphorylation at the AT8 (A and B) and AT180 (C and D) phosphorylation sites in the hippocampus (A and C) and parietal cortex (B and D) of C57B6 mice.: Please note: Wiley-Blackwell are not responsible for the content or functionality of any supporting materials supplied by the authors. Any queries (other than missing material) should be directed to the corresponding author for the article.: ",TRUE,"",FALSE
"34",22429884,380,2012,0,TRUE,"supplement",FALSE,"all data collection waves. as can be seen in table 2","","Competing interests The authors declare that they have no competing interests.",TRUE,"This work was supported by grants from AFA Insurance. LW was supported by the Centre for Caring Sciences at Karolinska Institutet.",TRUE,"",FALSE
"35",22570062,375,2012,1,FALSE,"",FALSE,"","","",FALSE,"This research was supported by a Wellcome Trust Clinical Fellowship to Emily A. Holmes (WT088217) and the National Institute for Health Research (NIHR). Simon E. Blackwell was supported by a grant from the Lupina Foundation awarded to Emily A. Holmes. Aiysha Malik was supported by a Medical Research Council Studentship. Arnaud Pictet was supported by a Prospective Researcher Fellowship from the Swiss National Science Foundation. We would like to thank Ian A. Clark for his help with the film ratings and Yiu Luke and the EPaCT team for discussion.",TRUE,"",FALSE
"36",22579509,372,2012,0,FALSE,"",FALSE,"","","Professor Harmer is on the advisory board of P1Vital Ltd and holds shares in this company. She is a company director and holds shares in Oxford Psychologists Ltd. She has received consultancy/honoraria from P1Vital, Servier, Lundbeck, and Eli Lily. Professor Cowen has been a paid member of advisory boards of Eli Lilly, Lundbeck, and Servier. He has received remuneration for scientific advice given to legal representatives of GlaxoSmithKline. The other authors declare no biomedical financial interests or potential conflicts of interest.",TRUE,"This study was supported by an experimental medicine grant from the Medical Research Council (Grant No. G0701672). MB was supported by an Oxford Health Services Research Committee Clinical Fellowship. EAH was supported by a Wellcome Trust Clinical Fellowship (Grant No. WT088217).",TRUE,"",FALSE
"37",22607663,379,2012,0,FALSE,"",FALSE,"","","Competing interests The authors declare that they have no competing interests.",TRUE,"HF was supported by the Health Care Sciences Postgraduate School, Karolinska Institutet and by Dalarna University. AR and PG hold a grant from AFA Insurance, and LW is supported by the Center for Care Sciences at Karolinska Institutet. We also want to thank the participating nurses for their cooperation in this project.",TRUE,"",FALSE
"38",22666457,387,2012,1,FALSE,"",FALSE,"","","Competing Interests: The authors have declared that no competing interests exist.",TRUE,"Funding:  This work was supported in part by the National Institute on Deafness and other Communication Disorders – NIDCD (R03DC009869) [ http://www.nidcd.nih.gov ] and the Swedish Research Council – VR (2008-20712)[ http://www.vr.se/inenglish.4.12fff4451215cbd83e4800015152.html ]. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. No additional external funding received for this study.",TRUE,"",FALSE
"39",22780220,371,2013,1,FALSE,"",FALSE,"","","",FALSE,"Emily A. Holmes was supported by a Wellcome Trust Clinical Fellowship (WT088217).",TRUE,"",FALSE
"40",22832965,378,2012,0,FALSE,"",FALSE,"","","The authors declare no conflict of interest.",TRUE,"The study was supported by Söderström Königska Stiftelsen, The National Board of Health and Welfare, Stockholm County Council and Psykiatrifonden. The staff at the Karolinska PET Center and at the Internet Psychiatry Unit at the Karolinska University Hospital Huddinge are thankfully acknowledged.",TRUE,"",FALSE
"41",22952650,386,2012,0,FALSE,"",FALSE,"","","Competing Interests: The authors have declared that no competing interests exist.",TRUE,"This study was funded by The Karolinska Institute, Swedish Rheumatism Association and Stockholm County Council (EK); The Swedish Research Council (www.vr.se), grant nr 2011-4807 (MS); The Swedish Heart-Lung Foundation (COH); Petrus and Augusta Hedlunds Stiftelse, The Center for Allergy Research, Swedish Heart-Lung Foundation, Swedish Council for Working Life and Social Research, The Swedish Society for Medicine, The National board of Health and Welfare and Stockholm Stress Center (ML). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",TRUE,"",FALSE
"42",23029278,385,2012,1,FALSE,"",FALSE,"","","Competing Interests: Dr Rogers is an editorial board member. The authors confirm that this does not alter the authors' adherence to all the PLoS ONE policies on sharing data and materials.",TRUE,"The study was funded by the Department of Transport and Main Roads, QLD, Australia. The funders had no role in study design, data collection and analysis, decision to submit or preparation of the manuscript.",TRUE,"",FALSE
"43",23061803,361,2013,1,FALSE,"",FALSE,"","","Conflicts of interest statement No conflicts declared.",TRUE,"This study was supported by grants from the Vårdal Foundation and the Swedish Research Council. The authors have declared that they have no competing or potential conflicts of interest.",TRUE,"",FALSE
"44",23075095,370,2013,0,FALSE,"",FALSE,"","","",FALSE,"This study was supported by a grant from the Swedish Research Council to the first author.",TRUE,"",FALSE
"45",23083015,369,2013,0,FALSE,"",FALSE,"","","",FALSE,"Sabine Nelis is research assistant of the Research Foundation Flanders (Fonds Wetenschappelijk Onderzoek Vlaanderen). Elise Debeer is postdoctoral researcher at the University of Leuven. The writing of this paper was supported by the KU Leuven Center of Excellence on Generalization Research (GRIP*TT; PF/10/005). Emily A. Holmes is supported by the Wellcome Trust Clinical Fellowship (WT088217), The Lupina Foundation, The Medical Research Council, and the National Institute for Health Research (NIHR) Oxford Biomedical Research Centre based at Oxford University Hospitals Trust Oxford University. The views expressed are those of the author(s) and not necessarily those of the NHS, the NIHR or the Department of Health.",TRUE,"",FALSE
"46",23084598,367,2013,0,FALSE,"",FALSE,"","","",FALSE,"Simon Blackwell was supported by a Grant from the Lupina Foundation. Emily Holmes was supported by a Wellcome Trust Clinical Fellowship (WT088217), The Medical Research Council, and the National Institute for Health Research (NIHR) Oxford Biomedical Research Centre based at Oxford University Hospitals Trust, Oxford University. The views expressed are those of the author(s) and not necessarily those of the NHS, the NIHR or the Department of Health. The authors express their gratitude to the members of the ROM reference study team for the data collection and data processing. We also would like to thank all the participants of the ROM reference study for their contribution.",TRUE,"",FALSE
"47",23094031,384,2012,0,FALSE,"",FALSE,"","","Competing Interests: Dr. Akerstedt has consulted for: Sanofi, AstraZeneca, Johnson&Johnson, Hästens, Apoteksbolaget. Dr. Philip reported receiving payment for lectures from UCB. PHILIPS provided two portable blue lights (goLITE BLU®) for this study and VINCI autoroute/ASF allowed the authors to use their highways for research. There are no patents, products in development or marketed products to declare. This does not alter the authors' adherence to all the PLOS ONE policies on sharing data and materials.",TRUE,"This research was supported by an ERANET transport ENT 15 grant (Sleepiness at the wheel) from the French Ministry “Ministère de l'Ecologie, du Développement Durable, des Transports et du Logement (MEDDTL)”. PHILIPS provided 2 portable blue lights (goLITE BLU®) and VINCI autoroute/ASF allowed us to use their highways for our research. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",TRUE,"Trial Registration ClinicalTrials.govNCT01070004",TRUE
"48",23123567,368,2013,1,FALSE,"",FALSE,"","","",FALSE,"Emily A. Holmes is supported by the Wellcome Trust Clinical Fellowship (WT088217), The Lupina Foundation, The Medical Research Council, and the National Institute for Health Research (NIHR) Oxford Biomedical Research Centre based at Oxford University Hospitals Trust, Oxford University. The views expressed are those of the author(s) and not necessarily those of the NHS, the NIHR or the Department of Health.",TRUE,"",FALSE
"49",23144849,383,2012,0,FALSE,"",FALSE,"","","Competing Interests: The authors have declared that no competing interests exist.",TRUE,"This work was supported by grants from the Swedish Research Council (to A.Ö., M.S., M.I.), the Nordic Research Council for the Humanities and Social Sciences (NOS-HS, to A.Ö.), the National Institute of Mental Health, Center for the Study of Emotion and Attention (to A.Ö.), the Barbro and Bernard Osher Foundation (M.I.), The Swedish Governmental Agency for Innovation Systems (VINNOVA) and The Swedish Foundation for Strategic Research (A.Ö., M.I.). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",TRUE,"",FALSE
