pmid,is_coi_pred,is_register_pred,is_fund_pred,is_open_code,is_open_data,Publication Year,Institution,Journal/Book,name,short_name
28284208,True,False,True,False,False,2017,Karolinska,BMC Psychiatry,Department of Clinical Neuroscience,CNS
28287169,True,False,True,True,False,2017,Karolinska,Sci Rep,Department of Clinical Neuroscience,CNS
28288611,True,True,True,False,False,2017,Karolinska,BMC Musculoskelet Disord,Department of Clinical Neuroscience,CNS
28289277,True,False,True,False,False,2018,Karolinska,Mol Psychiatry,Department of Clinical Neuroscience,CNS
28291786,True,False,True,False,False,2017,Karolinska,PLoS Med,Department of Clinical Neuroscience,CNS
28292279,True,False,True,False,False,2017,Karolinska,BMC Psychiatry,Department of Clinical Neuroscience,CNS
28292317,True,False,True,False,False,2017,Karolinska,Trials,Department of Clinical Neuroscience,CNS
28294696,True,False,True,False,False,2018,Karolinska,Mult Scler,Department of Clinical Neuroscience,CNS
28304217,True,False,True,False,False,2018,Karolinska,Mult Scler,Department of Clinical Neuroscience,CNS
28314745,True,False,True,False,False,2017,Karolinska,BMJ Open,Department of Clinical Neuroscience,CNS
28327569,True,False,True,False,False,2017,Karolinska,Sci Rep,Department of Clinical Neuroscience,CNS
28334095,False,False,True,False,False,2017,Karolinska,Chem Senses,Department of Clinical Neuroscience,CNS
28348380,True,False,True,False,True,2018,Karolinska,Mol Psychiatry,Department of Clinical Neuroscience,CNS
28348386,True,False,True,False,False,2018,Karolinska,Mol Psychiatry,Department of Clinical Neuroscience,CNS
28356107,True,False,True,False,False,2017,Karolinska,BMC Psychiatry,Department of Clinical Neuroscience,CNS
28356135,True,False,True,False,True,2017,Karolinska,Arthritis Res Ther,Department of Clinical Neuroscience,CNS
28363927,True,False,True,False,False,2017,Karolinska,BMJ Open,Department of Clinical Neuroscience,CNS
28369451,True,False,True,False,False,2017,Karolinska,Int J Epidemiol,Department of Clinical Neuroscience,CNS
28376919,True,True,True,False,False,2017,Karolinska,Trials,Department of Clinical Neuroscience,CNS
28379873,True,False,True,False,False,2017,Karolinska,Clin J Pain,Department of Clinical Neuroscience,CNS
28383788,False,False,True,False,False,2017,Karolinska,Mol Oncol,Department of Clinical Neuroscience,CNS
28384289,True,False,True,False,False,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28386956,True,False,True,False,False,2017,Karolinska,Vet Dermatol,Department of Clinical Neuroscience,CNS
28390054,True,False,True,False,False,2017,Karolinska,Acad Psychiatry,Department of Clinical Neuroscience,CNS
28405917,True,False,True,False,False,2017,Karolinska,Int J Behav Med,Department of Clinical Neuroscience,CNS
28417956,True,False,True,False,False,2017,Karolinska,Sci Rep,Department of Clinical Neuroscience,CNS
28424072,True,False,True,False,False,2017,Karolinska,BMC Public Health,Department of Clinical Neuroscience,CNS
28424273,True,False,True,False,False,2017,Karolinska,Neurology,Department of Clinical Neuroscience,CNS
28426817,True,False,True,False,True,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28431551,True,True,True,False,False,2017,Karolinska,Trials,Department of Clinical Neuroscience,CNS
28434277,True,False,True,False,False,2019,Karolinska,Health Informatics J,Department of Clinical Neuroscience,CNS
28436342,True,False,True,False,False,2017,Karolinska,Psychol Med,Department of Clinical Neuroscience,CNS
28440810,True,False,True,False,False,2017,Karolinska,Transl Psychiatry,Department of Clinical Neuroscience,CNS
28442715,True,False,True,False,False,2017,Karolinska,Sci Rep,Department of Clinical Neuroscience,CNS
28444135,True,False,True,False,False,2017,Karolinska,J Gerontol A Biol Sci Med Sci,Department of Clinical Neuroscience,CNS
28446653,True,False,True,False,False,2017,Karolinska,Neurology,Department of Clinical Neuroscience,CNS
28453969,True,True,True,False,True,2017,Karolinska,Behav Res Ther,Department of Clinical Neuroscience,CNS
28461699,True,False,True,False,False,2018,Karolinska,Mol Psychiatry,Department of Clinical Neuroscience,CNS
28465822,True,False,True,False,False,2017,Karolinska,Biol Sex Differ,Department of Clinical Neuroscience,CNS
28466093,True,False,True,False,False,2017,Karolinska,Cell Tissue Res,Department of Clinical Neuroscience,CNS
28467102,True,False,True,False,False,2017,Karolinska,J Behav Addict,Department of Clinical Neuroscience,CNS
28467418,True,False,True,False,False,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28468681,True,False,True,False,False,2017,Karolinska,BMC Psychiatry,Department of Clinical Neuroscience,CNS
28472198,True,False,True,False,True,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28482904,True,False,True,False,False,2017,Karolinska,Subst Abuse Treat Prev Policy,Department of Clinical Neuroscience,CNS
28488184,True,False,True,False,False,2018,Karolinska,Eur J Health Econ,Department of Clinical Neuroscience,CNS
28490376,True,True,True,False,False,2017,Karolinska,Syst Rev,Department of Clinical Neuroscience,CNS
28497357,True,False,True,False,False,2017,Karolinska,Soc Psychiatry Psychiatr Epidemiol,Department of Clinical Neuroscience,CNS
28506295,True,False,True,False,False,2017,Karolinska,Subst Abuse Treat Prev Policy,Department of Clinical Neuroscience,CNS
28507729,True,False,True,False,False,2017,Karolinska,Biol Sex Differ,Department of Clinical Neuroscience,CNS
28515196,True,True,True,False,False,2017,Karolinska,BMJ Open,Department of Clinical Neuroscience,CNS
28529874,True,False,True,False,False,2017,Karolinska,Neuroimage Clin,Department of Clinical Neuroscience,CNS
28540774,True,False,True,False,False,2017,Karolinska,Int J Qual Stud Health Well-being,Department of Clinical Neuroscience,CNS
28541285,True,False,True,False,False,2017,Karolinska,Nat Commun,Department of Clinical Neuroscience,CNS
28542167,True,False,True,False,False,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28542365,True,False,True,False,True,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28549068,True,False,True,False,True,2017,Karolinska,PLoS Biol,Department of Clinical Neuroscience,CNS
28549424,True,True,True,False,False,2017,Karolinska,BMC Psychiatry,Department of Clinical Neuroscience,CNS
28555076,True,False,True,False,True,2018,Karolinska,Mol Psychiatry,Department of Clinical Neuroscience,CNS
28560537,True,False,True,False,False,2017,Karolinska,Eur J Epidemiol,Department of Clinical Neuroscience,CNS
28575510,True,False,True,False,False,2017,Karolinska,Sleep,Department of Clinical Neuroscience,CNS
28580291,True,False,True,False,False,2017,Karolinska,Mol Metab,Department of Clinical Neuroscience,CNS
28588105,True,False,True,False,False,2017,Karolinska,BMJ Open,Department of Clinical Neuroscience,CNS
28592571,True,True,True,False,False,2017,Karolinska,BMJ Open,Department of Clinical Neuroscience,CNS
28597127,True,False,True,False,False,2017,Karolinska,Eur J Epidemiol,Department of Clinical Neuroscience,CNS
28600375,True,False,True,False,False,2017,Karolinska,BMJ Open,Department of Clinical Neuroscience,CNS
28607165,True,False,True,False,False,2017,Karolinska,J Neurosci,Department of Clinical Neuroscience,CNS
28609216,True,False,True,False,False,2017,Karolinska,Int J Qual Stud Health Well-being,Department of Clinical Neuroscience,CNS
28615157,True,False,False,False,False,2017,Karolinska,J Med Internet Res,Department of Clinical Neuroscience,CNS
28619037,True,False,True,False,False,2017,Karolinska,Arthritis Res Ther,Department of Clinical Neuroscience,CNS
28623824,True,False,True,False,False,2017,Karolinska,Redox Biol,Department of Clinical Neuroscience,CNS
28634778,True,False,True,False,False,2018,Karolinska,Wien Klin Wochenschr,Department of Clinical Neuroscience,CNS
28638965,False,False,True,False,False,2017,Karolinska,Soc Psychiatry Psychiatr Epidemiol,Department of Clinical Neuroscience,CNS
28639082,True,False,True,False,False,2018,Karolinska,Wien Klin Wochenschr,Department of Clinical Neuroscience,CNS
28639237,True,False,True,False,False,2018,Karolinska,Int J Behav Med,Department of Clinical Neuroscience,CNS
28645250,True,False,True,False,False,2017,Karolinska,BMC Public Health,Department of Clinical Neuroscience,CNS
28656371,True,False,True,False,False,2017,Karolinska,J Neural Transm (Vienna),Department of Clinical Neuroscience,CNS
28658283,True,False,True,False,False,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28658313,True,False,True,False,False,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28665329,True,False,True,False,False,2017,Karolinska,Int J Environ Res Public Health,Department of Clinical Neuroscience,CNS
28695488,True,False,True,False,False,2017,Karolinska,Cogn Affect Behav Neurosci,Department of Clinical Neuroscience,CNS
28699054,True,False,True,False,False,2018,Karolinska,J Gambl Stud,Department of Clinical Neuroscience,CNS
28701206,True,True,True,False,False,2017,Karolinska,BMC Geriatr,Department of Clinical Neuroscience,CNS
28701495,True,False,True,False,False,2017,Karolinska,Neurology,Department of Clinical Neuroscience,CNS
28723978,True,False,True,False,False,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28727727,True,False,True,False,False,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28730396,True,False,True,False,False,2018,Karolinska,Prev Sci,Department of Clinical Neuroscience,CNS
28735379,True,False,True,False,False,2017,Karolinska,Acta Neurochir (Wien),Department of Clinical Neuroscience,CNS
28737528,True,False,True,False,False,2017,Karolinska,Psychiatr Genet,Department of Clinical Neuroscience,CNS
28742074,True,False,True,False,False,2017,Karolinska,Transl Psychiatry,Department of Clinical Neuroscience,CNS
28742118,True,False,True,False,True,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28747226,True,True,True,False,True,2017,Karolinska,Trials,Department of Clinical Neuroscience,CNS
28750067,True,True,True,False,True,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28754972,True,False,False,False,False,2017,Karolinska,Sci Rep,Department of Clinical Neuroscience,CNS
28758415,True,False,True,False,False,2017,Karolinska,Cephalalgia,Department of Clinical Neuroscience,CNS
28760805,True,False,True,False,False,2017,Karolinska,Ann Rheum Dis,Department of Clinical Neuroscience,CNS
28763065,True,False,True,False,False,2017,Karolinska,Transl Psychiatry,Department of Clinical Neuroscience,CNS
28764750,True,False,True,False,False,2017,Karolinska,Alzheimers Res Ther,Department of Clinical Neuroscience,CNS
28766461,True,False,True,False,False,2018,Karolinska,Mult Scler,Department of Clinical Neuroscience,CNS
28768444,True,False,True,False,False,2017,Karolinska,Scand J Prim Health Care,Department of Clinical Neuroscience,CNS
28771476,True,False,True,True,True,2017,Karolinska,PLoS Med,Department of Clinical Neuroscience,CNS
28786017,True,False,True,False,False,2017,Karolinska,Qual Life Res,Department of Clinical Neuroscience,CNS
28821653,True,False,True,False,False,2017,Karolinska,J Neurosci,Department of Clinical Neuroscience,CNS
28828577,False,False,True,False,True,2017,Karolinska,Neuromolecular Med,Department of Clinical Neuroscience,CNS
28831700,True,False,True,False,False,2017,Karolinska,J Headache Pain,Department of Clinical Neuroscience,CNS
28835682,True,False,True,False,False,2017,Karolinska,Sci Rep,Department of Clinical Neuroscience,CNS
28842597,True,True,True,False,True,2017,Karolinska,Sci Rep,Department of Clinical Neuroscience,CNS
28846725,True,False,True,False,False,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28855344,True,False,False,False,False,2018,Karolinska,Occup Environ Med,Department of Clinical Neuroscience,CNS
28856478,True,False,True,False,False,2017,Karolinska,Eur J Epidemiol,Department of Clinical Neuroscience,CNS
28880870,True,False,True,False,False,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28882906,True,False,True,False,False,2017,Karolinska,BMJ Open,Department of Clinical Neuroscience,CNS
28886089,True,False,True,False,False,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28888924,True,False,True,False,False,2017,Karolinska,EBioMedicine,Department of Clinical Neuroscience,CNS
28895569,True,False,True,False,False,2018,Karolinska,Neuropsychopharmacology,Department of Clinical Neuroscience,CNS
28899892,True,True,True,False,False,2017,Karolinska,BMJ Open,Department of Clinical Neuroscience,CNS
28911007,True,False,True,False,False,2017,Karolinska,Int J Neuropsychopharmacol,Department of Clinical Neuroscience,CNS
28915273,True,True,True,False,True,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28915274,True,False,True,False,False,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28915767,True,False,True,False,False,2018,Karolinska,Scand J Public Health,Department of Clinical Neuroscience,CNS
28915806,True,False,True,False,False,2017,Karolinska,BMC Psychiatry,Department of Clinical Neuroscience,CNS
28916921,True,False,True,False,False,2018,Karolinska,Mol Imaging Biol,Department of Clinical Neuroscience,CNS
28923026,True,False,True,False,False,2017,Karolinska,BMC Geriatr,Department of Clinical Neuroscience,CNS
28928194,True,False,True,False,False,2017,Karolinska,BMJ Open,Department of Clinical Neuroscience,CNS
28939709,True,False,True,False,False,2017,Karolinska,J Am Heart Assoc,Department of Clinical Neuroscience,CNS
28941240,True,False,True,False,False,2017,Karolinska,Stem Cells Transl Med,Department of Clinical Neuroscience,CNS
28947790,True,False,True,False,True,2017,Karolinska,Sci Rep,Department of Clinical Neuroscience,CNS
28950007,True,False,True,False,True,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
28951431,True,False,True,False,False,2018,Karolinska,Occup Environ Med,Department of Clinical Neuroscience,CNS
28951449,True,False,True,False,False,2017,Karolinska,J Neurosci,Department of Clinical Neuroscience,CNS
28956170,True,False,True,False,False,2017,Karolinska,Acta Neurochir (Wien),Department of Clinical Neuroscience,CNS
28958578,True,False,True,False,True,2017,Karolinska,Mol Ther,Department of Clinical Neuroscience,CNS
28961167,True,False,True,False,False,2017,Karolinska,Nutrients,Department of Clinical Neuroscience,CNS
28965101,True,False,True,False,False,2017,Karolinska,BMJ Open,Department of Clinical Neuroscience,CNS
28976937,True,False,True,False,False,2017,Karolinska,Int J Environ Res Public Health,Department of Clinical Neuroscience,CNS
28978285,True,False,True,False,False,2018,Karolinska,J Neurotrauma,Department of Clinical Neuroscience,CNS
28982814,True,True,True,False,False,2017,Karolinska,BMJ Open,Department of Clinical Neuroscience,CNS
28988149,True,False,True,False,False,2017,Karolinska,Psychiatry Res Neuroimaging,Department of Clinical Neuroscience,CNS
28992269,True,False,True,False,False,2017,Karolinska,Soc Cogn Affect Neurosci,Department of Clinical Neuroscience,CNS
29017471,True,True,True,False,False,2017,Karolinska,BMC Psychiatry,Department of Clinical Neuroscience,CNS
29021000,True,True,True,False,False,2017,Karolinska,Trials,Department of Clinical Neuroscience,CNS
29028823,True,False,True,False,True,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
29033138,True,True,True,False,False,2017,Karolinska,EBioMedicine,Department of Clinical Neuroscience,CNS
29036183,True,False,True,False,False,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
29038599,True,False,True,True,False,2018,Karolinska,Mol Psychiatry,Department of Clinical Neuroscience,CNS
29042551,True,False,True,False,True,2017,Karolinska,Nat Commun,Department of Clinical Neuroscience,CNS
29042767,True,False,False,False,False,2017,Karolinska,Int J Chron Obstruct Pulmon Dis,Department of Clinical Neuroscience,CNS
29045575,True,False,True,False,False,2017,Karolinska,Cereb Cortex,Department of Clinical Neuroscience,CNS
29048604,True,False,True,False,False,2017,Karolinska,Soc Cogn Affect Neurosci,Department of Clinical Neuroscience,CNS
29057956,True,False,True,False,False,2017,Karolinska,Sci Rep,Department of Clinical Neuroscience,CNS
29058035,True,False,True,False,False,2018,Karolinska,Cancer Immunol Immunother,Department of Clinical Neuroscience,CNS
29059683,True,False,True,False,True,2017,Karolinska,Nature,Department of Clinical Neuroscience,CNS
29061195,True,False,True,False,False,2017,Karolinska,Alzheimers Res Ther,Department of Clinical Neuroscience,CNS
29064509,False,False,True,False,False,2017,Karolinska,Methods Inf Med,Department of Clinical Neuroscience,CNS
29069519,True,False,True,False,False,2017,Karolinska,Soc Cogn Affect Neurosci,Department of Clinical Neuroscience,CNS
29070082,True,False,True,False,True,2017,Karolinska,Biol Sex Differ,Department of Clinical Neuroscience,CNS
29073203,True,False,True,False,True,2017,Karolinska,PLoS Comput Biol,Department of Clinical Neuroscience,CNS
29079686,True,False,True,False,False,2017,Karolinska,Neurology,Department of Clinical Neuroscience,CNS
29080248,False,False,False,False,False,2018,Karolinska,Psychol Psychother,Department of Clinical Neuroscience,CNS
29103347,True,False,True,False,False,2018,Karolinska,J Int Med Res,Department of Clinical Neuroscience,CNS
29109506,True,False,True,False,True,2017,Karolinska,Sci Rep,Department of Clinical Neuroscience,CNS
29109977,True,False,True,False,False,2017,Karolinska,Sci Adv,Department of Clinical Neuroscience,CNS
29124383,True,False,True,False,False,2018,Karolinska,Eur Radiol,Department of Clinical Neuroscience,CNS
29128972,True,False,True,False,False,2018,Karolinska,Eur J Clin Pharmacol,Department of Clinical Neuroscience,CNS
29141580,True,False,True,True,True,2017,Karolinska,BMC Bioinformatics,Department of Clinical Neuroscience,CNS
29149179,True,False,True,False,False,2017,Karolinska,PLoS Med,Department of Clinical Neuroscience,CNS
29155885,True,False,True,False,False,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
29158581,True,False,True,False,False,2018,Karolinska,Mol Psychiatry,Department of Clinical Neuroscience,CNS
29170461,True,False,True,False,False,2017,Karolinska,Sci Rep,Department of Clinical Neuroscience,CNS
29183357,True,True,True,False,False,2017,Karolinska,BMC Res Notes,Department of Clinical Neuroscience,CNS
29183947,True,False,True,False,False,2018,Karolinska,Occup Environ Med,Department of Clinical Neuroscience,CNS
29186416,True,True,True,False,False,2018,Karolinska,Int J Neuropsychopharmacol,Department of Clinical Neuroscience,CNS
29187174,True,False,True,False,False,2017,Karolinska,BMC Cancer,Department of Clinical Neuroscience,CNS
29201546,True,False,True,False,False,2017,Karolinska,Brain Behav,Department of Clinical Neuroscience,CNS
29202827,True,False,True,False,False,2017,Karolinska,BMC Public Health,Department of Clinical Neuroscience,CNS
29205397,True,False,True,False,False,2018,Karolinska,Alcohol Clin Exp Res,Department of Clinical Neuroscience,CNS
29215500,False,False,True,False,False,2018,Karolinska,Spine (Phila Pa 1976),Department of Clinical Neuroscience,CNS
29221477,True,False,True,False,False,2017,Karolinska,BMC Psychiatry,Department of Clinical Neuroscience,CNS
29229003,True,False,True,False,False,2017,Karolinska,Alzheimers Res Ther,Department of Clinical Neuroscience,CNS
29243079,True,False,True,False,False,2018,Karolinska,Child Psychiatry Hum Dev,Department of Clinical Neuroscience,CNS
29247101,True,True,True,False,False,2017,Karolinska,BMJ Open,Department of Clinical Neuroscience,CNS
29255205,True,True,True,False,False,2017,Karolinska,NPJ Prim Care Respir Med,Department of Clinical Neuroscience,CNS
29267368,True,False,True,False,True,2017,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
29272458,True,False,True,False,False,2018,Karolinska,Schizophr Bull,Department of Clinical Neuroscience,CNS
29273070,True,True,True,False,False,2017,Karolinska,Trials,Department of Clinical Neuroscience,CNS
29277323,False,False,True,False,False,2018,Karolinska,EBioMedicine,Department of Clinical Neuroscience,CNS
29282024,True,True,True,False,False,2017,Karolinska,BMC Psychiatry,Department of Clinical Neuroscience,CNS
29282099,True,True,True,False,False,2017,Karolinska,Trials,Department of Clinical Neuroscience,CNS
29282507,True,False,True,False,False,2018,Karolinska,World J Surg,Department of Clinical Neuroscience,CNS
29284436,True,False,True,False,False,2017,Karolinska,BMC Psychiatry,Department of Clinical Neuroscience,CNS
29289940,True,False,True,False,False,2017,Karolinska,BMJ Open,Department of Clinical Neuroscience,CNS
29301760,True,False,True,False,False,2018,Karolinska,J Am Heart Assoc,Department of Clinical Neuroscience,CNS
29304045,True,False,True,False,False,2018,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
29310679,True,True,True,False,False,2018,Karolinska,Trials,Department of Clinical Neuroscience,CNS
29321229,True,False,True,False,False,2018,Karolinska,Neurology,Department of Clinical Neuroscience,CNS
29325848,True,False,True,False,True,2018,Karolinska,Biol Psychiatry,Department of Clinical Neuroscience,CNS
29343764,True,False,False,False,True,2018,Karolinska,Nat Commun,Department of Clinical Neuroscience,CNS
29347983,True,True,True,False,False,2018,Karolinska,BMC Psychiatry,Department of Clinical Neuroscience,CNS
29348532,True,False,True,False,False,2018,Karolinska,Sci Rep,Department of Clinical Neuroscience,CNS
29351276,True,False,True,False,False,2018,Karolinska,PLoS Comput Biol,Department of Clinical Neuroscience,CNS
29358158,True,False,True,False,False,2018,Karolinska,J Med Internet Res,Department of Clinical Neuroscience,CNS
29368028,False,False,True,False,False,2018,Karolinska,J Occup Rehabil,Department of Clinical Neuroscience,CNS
29368978,True,False,True,False,False,2018,Karolinska,Scand J Prim Health Care,Department of Clinical Neuroscience,CNS
29370225,True,False,True,False,True,2018,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
29382376,True,False,True,False,False,2018,Karolinska,Subst Abuse Treat Prev Policy,Department of Clinical Neuroscience,CNS
29387936,True,False,True,False,False,2018,Karolinska,Int Arch Occup Environ Health,Department of Clinical Neuroscience,CNS
29387991,False,False,True,False,False,2018,Karolinska,Eur J Epidemiol,Department of Clinical Neuroscience,CNS
29392457,True,False,True,False,False,2018,Karolinska,J Neurol,Department of Clinical Neuroscience,CNS
29411356,False,True,True,False,False,2018,Karolinska,J Clin Psychol,Department of Clinical Neuroscience,CNS
29429031,True,False,True,False,False,2018,Karolinska,Eur J Clin Pharmacol,Department of Clinical Neuroscience,CNS
29431132,True,False,True,False,False,2018,Karolinska,BMJ Open,Department of Clinical Neuroscience,CNS
29433456,True,True,True,False,True,2018,Karolinska,BMC Cancer,Department of Clinical Neuroscience,CNS
29436895,True,False,True,False,False,2018,Karolinska,Ups J Med Sci,Department of Clinical Neuroscience,CNS
29439697,True,False,True,False,False,2018,Karolinska,BMC Psychiatry,Department of Clinical Neuroscience,CNS
29444095,True,False,True,False,False,2018,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
29447217,True,False,True,False,True,2018,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
29450600,True,False,True,False,False,2018,Karolinska,Soc Psychiatry Psychiatr Epidemiol,Department of Clinical Neuroscience,CNS
29455171,True,False,True,False,False,2018,Karolinska,BMJ Open,Department of Clinical Neuroscience,CNS
29462337,False,False,True,False,False,2018,Karolinska,Int J Neuropsychopharmacol,Department of Clinical Neuroscience,CNS
29473476,False,False,True,False,False,2018,Karolinska,Crisis,Department of Clinical Neuroscience,CNS
29480646,False,False,True,False,False,2019,Karolinska,Addict Biol,Department of Clinical Neuroscience,CNS
29486736,True,False,True,False,False,2018,Karolinska,BMC Psychiatry,Department of Clinical Neuroscience,CNS
29486813,True,False,True,False,False,2018,Karolinska,Psychol Med,Department of Clinical Neuroscience,CNS
29522270,True,False,True,False,False,2018,Karolinska,Neuromodulation,Department of Clinical Neuroscience,CNS
29527639,True,False,True,False,False,2018,Karolinska,Cerebellum,Department of Clinical Neuroscience,CNS
29538625,True,False,True,False,False,2018,Karolinska,Brain,Department of Clinical Neuroscience,CNS
29543812,True,False,True,False,True,2018,Karolinska,PLoS One,Department of Clinical Neuroscience,CNS
29544539,True,True,True,False,False,2018,Karolinska,Arthritis Res Ther,Department of Clinical Neuroscience,CNS
29556091,True,False,True,False,False,2018,Karolinska,Sci Rep,Department of Clinical Neuroscience,CNS
29568799,True,False,True,False,False,2018,Karolinska,eNeuro,Department of Clinical Neuroscience,CNS
29569010,True,False,True,False,False,2019,Karolinska,Clin Neuroradiol,Department of Clinical Neuroscience,CNS
29587807,True,True,True,False,False,2018,Karolinska,Trials,Department of Clinical Neuroscience,CNS
29600412,True,False,True,False,False,2018,Karolinska,J Neural Transm (Vienna),Department of Clinical Neuroscience,CNS
29606507,True,False,True,False,False,2018,Karolinska,Mol Ther,Department of Clinical Neuroscience,CNS
29610294,True,True,True,False,False,2018,Karolinska,Proc Natl Acad Sci U S A,Department of Clinical Neuroscience,CNS
29653835,True,False,True,False,False,2018,Karolinska,Biol Psychiatry,Department of Clinical Neuroscience,CNS
29661903,True,False,True,False,False,2018,Karolinska,Neurology,Department of Clinical Neuroscience,CNS
29666377,True,False,True,False,False,2018,Karolinska,Sci Rep,Department of Clinical Neuroscience,CNS
29669856,True,True,True,False,False,2018,Karolinska,J Neurointerv Surg,Department of Clinical Neuroscience,CNS
29671779,True,False,False,False,False,2018,Karolinska,Int J Environ Res Public Health,Department of Clinical Neuroscience,CNS
29673356,True,True,True,False,False,2018,Karolinska,BMC Musculoskelet Disord,Department of Clinical Neuroscience,CNS
29674367,True,False,True,False,False,2018,Karolinska,BMJ Open,Department of Clinical Neuroscience,CNS
29674730,True,True,True,False,False,2018,Karolinska,Sci Rep,Department of Clinical Neuroscience,CNS
29699968,True,False,True,False,False,2018,Karolinska,J Med Internet Res,Department of Clinical Neuroscience,CNS
29700475,True,False,True,False,True,2018,Karolinska,Nat Genet,Department of Clinical Neuroscience,CNS
29706587,True,False,True,False,False,2018,Karolinska,Biol Psychiatry Cogn Neurosci Neuroimaging,Department of Clinical Neuroscience,CNS
29713953,False,False,True,False,False,2019,Karolinska,Behav Res Methods,Department of Clinical Neuroscience,CNS
29724731,True,False,True,False,False,2018,Karolinska,Ann Rheum Dis,Department of Clinical Neuroscience,CNS
29728890,True,False,True,False,False,2019,Karolinska,J Abnorm Child Psychol,Department of Clinical Neuroscience,CNS
