pmid,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
35954693,Examining the Utility of a Sleep Resource in Transdiagnostic Internet-Delivered Cognitive Behavior Therapy: An Observational Study,"Peynenburg V, Ababei A, Wilhelms A, Edmonds M, Titov N, Dear BF, Kaldo V, Jernelöv S, Hadjistavropoulos HD.",Int J Environ Res Public Health. 2022 Jul 30;19(15):9337. doi: 10.3390/ijerph19159337.,Peynenburg V,Int J Environ Res Public Health,2022,8/12/22,PMC9368049,,10.3390/ijerph19159337
35074887,"Randomised control trial of a proactive intervention supporting recovery in relation to stress and irregular work hours: effects on sleep, burn-out, fatigue and somatic symptoms","Dahlgren A, Tucker P, Epstein M, Gustavsson P, Söderström M.",Occup Environ Med. 2022 Jul;79(7):460-468. doi: 10.1136/oemed-2021-107789. Epub 2022 Jan 24.,Dahlgren A,Occup Environ Med,2022,1/25/22,PMC9209685,,10.1136/oemed-2021-107789
35246714,Neuropsychiatric Comorbidity in Primary Hyperparathyroidism Before and After Parathyroidectomy: A Population Study,"Koman A, Bränström R, Pernow Y, Bränström R, Nilsson IL, Granath F.",World J Surg. 2022 Jun;46(6):1420-1430. doi: 10.1007/s00268-022-06485-1. Epub 2022 Mar 5.,Koman A,World J Surg,2022,3/5/22,PMC9054898,,10.1007/s00268-022-06485-1
35578205,Regression to the mean in latent change score models: an example involving breastfeeding and intelligence,"Sorjonen K, Nilsonne G, Ingre M, Melin B.",BMC Pediatr. 2022 May 16;22(1):283. doi: 10.1186/s12887-022-03349-4.,Sorjonen K,BMC Pediatr,2022,5/16/22,PMC9109323,,10.1186/s12887-022-03349-4
35094095,Economic evaluation of return-to-work interventions for mental disorder-related sickness absence: two years follow-up of a randomized clinical trial,"Finnes A, Hoch JS, Enebrink P, Dahl J, Ghaderi A, Nager A, Feldman I.",Scand J Work Environ Health. 2022 May 1;48(4):264-272. doi: 10.5271/sjweh.4012. Epub 2022 Jan 30.,Finnes A,Scand J Work Environ Health,2022,1/30/22,PMC9524165,,10.5271/sjweh.4012
35487945,Qualitative analysis of hotspots and intrusive memories after viewing an aversive film highlights their sensory and spatial features,"Singh L, Garate B, Hoppe JM, Holmes EA.",Sci Rep. 2022 Apr 29;12(1):7049. doi: 10.1038/s41598-022-10579-0.,Singh L,Sci Rep,2022,4/29/22,PMC9052176,,10.1038/s41598-022-10579-0
35428645,"Development, evaluation and implementation of a digital behavioural health treatment for chronic pain: study protocol of the multiphase DAHLIA project","Bartels SL, Johnsson SI, Boersma K, Flink I, McCracken LM, Petersson S, Christie HL, Feldman I, Simons LE, Onghena P, Vlaeyen JWS, Wicksell RK.",BMJ Open. 2022 Apr 15;12(4):e059152. doi: 10.1136/bmjopen-2021-059152.,Bartels SL,BMJ Open,2022,4/16/22,PMC9014062,,10.1136/bmjopen-2021-059152
35414549,Influence of work ability and smoking on the prognosis of long-duration activity-limiting neck/back pain: a cohort study of a Swedish working population,"Bohman T, Holm LW, Lekander M, Hallqvist J, Skillgate E.",BMJ Open. 2022 Apr 12;12(4):e054512. doi: 10.1136/bmjopen-2021-054512.,Bohman T,BMJ Open,2022,4/13/22,PMC9006807,,10.1136/bmjopen-2021-054512
35471571,Association of Perinatal and Childhood Ischemic Stroke With Attention-Deficit/Hyperactivity Disorder,"Bolk J, Simatou E, Söderling J, Thorell LB, Persson M, Sundelin H.",JAMA Netw Open. 2022 Apr 1;5(4):e228884. doi: 10.1001/jamanetworkopen.2022.8884.,Bolk J,JAMA Netw Open,2022,4/26/22,PMC9044107,,10.1001/jamanetworkopen.2022.8884
35233745,Excess success in articles on object-based attention,"Francis G, Thunell E.",Atten Percept Psychophys. 2022 Apr;84(3):700-714. doi: 10.3758/s13414-022-02459-6. Epub 2022 Mar 1.,Francis G,Atten Percept Psychophys,2022,3/2/22,PMC8887804,,10.3758/s13414-022-02459-6
33415470,Parental experiences of homeschooling during the COVID-19 pandemic: differences between seven European countries and between children with and without mental health conditions,"Thorell LB, Skoglund C, de la Peña AG, Baeyens D, Fuermaier ABM, Groom MJ, Mammarella IC, van der Oord S, van den Hoofdakker BJ, Luman M, de Miranda DM, Siu AFY, Steinmayr R, Idrees I, Soares LS, Sörlin M, Luque JL, Moscardino UM, Roch M, Crisci G, Christiansen H.",Eur Child Adolesc Psychiatry. 2022 Apr;31(4):649-661. doi: 10.1007/s00787-020-01706-1. Epub 2021 Jan 7.,Thorell LB,Eur Child Adolesc Psychiatry,2022,1/8/21,PMC7790054,,10.1007/s00787-020-01706-1
35331337,"Multi-level barriers and facilitators to implementing a parenting intervention in prison, perceptions from deliverers and responsible managers: a mixed-methods study","Norman Å, Swahnström S, Karlström NU, Enebrink P.",BMC Psychol. 2022 Mar 24;10(1):79. doi: 10.1186/s40359-022-00782-z.,Norman Å,BMC Psychol,2022,3/25/22,PMC8943991,,10.1186/s40359-022-00782-z
35168598,An extended version of Necessary Condition Analysis (NCA) allows more specific conclusions: an example involving well-being and resilience,"Sorjonen K, Melin B.",BMC Psychiatry. 2022 Feb 15;22(1):121. doi: 10.1186/s12888-022-03774-w.,Sorjonen K,BMC Psychiatry,2022,2/16/22,PMC8848822,,10.1186/s12888-022-03774-w
35157739,COVID-19 related distress in the Swedish population: Validation of the Swedish version of the COVID Stress Scales (CSS),"Carlander A, Lekander M, Asmundson GJG, Taylor S, Olofsson Bagge R, Lindqvist Bagge AS.",PLoS One. 2022 Feb 14;17(2):e0263888. doi: 10.1371/journal.pone.0263888. eCollection 2022.,Carlander A,PLoS One,2022,2/14/22,PMC8843112,,10.1371/journal.pone.0263888
35144587,Does gender matter? The association between different digital media activities and adolescent well-being,"Svensson R, Johnson B, Olsson A.",BMC Public Health. 2022 Feb 10;22(1):273. doi: 10.1186/s12889-022-12670-7.,Svensson R,BMC Public Health,2022,2/11/22,PMC8832746,,10.1186/s12889-022-12670-7
35089915,Traveling waves in the prefrontal cortex during working memory,"Bhattacharya S, Brincat SL, Lundqvist M, Miller EK.",PLoS Comput Biol. 2022 Jan 28;18(1):e1009827. doi: 10.1371/journal.pcbi.1009827. eCollection 2022 Jan.,Bhattacharya S,PLoS Comput Biol,2022,1/28/22,PMC8827486,,10.1371/journal.pcbi.1009827
35082277,National identity predicts public health support during a global pandemic,"Van Bavel JJ, Cichocka A, Capraro V, Sjåstad H, Nezlek JB, Pavlović T, Alfano M, Gelfand MJ, Azevedo F, Birtel MD, Cislak A, Lockwood PL, Ross RM, Abts K, Agadullina E, Aruta JJB, Besharati SN, Bor A, Choma BL, Crabtree CD, Cunningham WA, De K, Ejaz W, Elbaek CT, Findor A, Flichtentrei D, Franc R, Gjoneska B, Gruber J, Gualda E, Horiuchi Y, Huynh TLD, Ibanez A, Imran MA, Israelashvili J, Jasko K, Kantorowicz J, Kantorowicz-Reznichenko E, Krouwel A, Laakasuo M, Lamm C, Leygue C, Lin MJ, Mansoor MS, Marie A, Mayiwar L, Mazepus H, McHugh C, Minda JP, Mitkidis P, Olsson A, Otterbring T, Packer DJ, Perry A, Petersen MB, Puthillam A, Riaño-Moreno JC, Rothmund T, Santamaría-García H, Schmid PC, Stoyanov D, Tewari S, Todosijević B, Tsakiris M, Tung HH, Umbreș RG, Vanags E, Vlasceanu M, Vonasch A, Yucel M, Zhang Y, Abad M, Adler E, Akrawi N, Mdarhri HA, Amara H, Amodio DM, Antazo BG, Apps M, Ay FC, Ba MH, Barbosa S, Bastian B, Berg A, Bernal-Zárate MP, Bernstein M, Białek M, Bilancini E, Bogatyreva N, Boncinelli L, Booth JE, Borau S, Buchel O, Cameron CD, Carvalho CF, Celadin T, Cerami C, Chalise HN, Cheng X, Cian L, et al.",Nat Commun. 2022 Jan 26;13(1):517. doi: 10.1038/s41467-021-27668-9.,Van Bavel JJ,Nat Commun,2022,1/27/22,PMC8792004,,10.1038/s41467-021-27668-9
35058256,Transforming Obesity Prevention for CHILDren (TOPCHILD) Collaboration: protocol for a systematic review with individual participant data meta-analysis of behavioural interventions for the prevention of early childhood obesity,"Hunter KE, Johnson BJ, Askie L, Golley RK, Baur LA, Marschner IC, Taylor RW, Wolfenden L, Wood CT, Mihrshahi S, Hayes AJ, Rissel C, Robledo KP, O'Connor DA, Espinoza D, Staub LP, Chadwick P, Taki S, Barba A, Libesman S, Aberoumand M, Smith WA, Sue-See M, Hesketh KD, Thomson JL, Bryant M, Paul IM, Verbestel V, Stough CO, Wen LM, Larsen JK, O'Reilly SL, Wasser HM, Savage JS, Ong KK, Salvy SJ, Messito MJ, Gross RS, Karssen LT, Rasmussen FE, Campbell K, Linares AM, Øverby NC, Palacios C, Joshipura KJ, González Acero C, Lakshman R, Thompson AL, Maffeis C, Oken E, Ghaderi A, Campos Rivera M, Pérez-Expósito AB, Banna JC, de la Haye K, Goran M, Røed M, Anzman-Frasca S, Taylor BJ, Seidler AL; Transforming Obesity Prevention for CHILDren (TOPCHILD) Collaboration.",BMJ Open. 2022 Jan 20;12(1):e048166. doi: 10.1136/bmjopen-2020-048166.,Hunter KE,BMJ Open,2022,1/21/22,PMC8783820,,10.1136/bmjopen-2020-048166
35058255,Unpacking the behavioural components and delivery features of early childhood obesity prevention interventions in the TOPCHILD Collaboration: a systematic review and intervention coding protocol,"Johnson BJ, Hunter KE, Golley RK, Chadwick P, Barba A, Aberoumand M, Libesman S, Askie L, Taylor RW, Robledo KP, Mihrshahi S, O'Connor DA, Hayes AJ, Wolfenden L, Wood CT, Baur LA, Rissel C, Staub LP, Taki S, Smith W, Sue-See M, Marschner IC, Espinoza D, Thomson JL, Larsen JK, Verbestel V, Odar Stough C, Salvy SJ, O'Reilly SL, Karssen LT, Rasmussen FE, Messito MJ, Gross RS, Bryant M, Paul IM, Wen LM, Hesketh KD, González Acero C, Campbell K, Øverby NC, Linares AM, Wasser HM, Joshipura KJ, Palacios C, Maffeis C, Thompson AL, Ghaderi A, Lakshman R, Banna JC, Oken E, Campos Rivera M, Pérez-Expósito AB, Taylor BJ, Savage JS, Røed M, Goran M, de la Haye K, Anzman-Frasca S, Seidler AL; Transforming Obesity Prevention for CHILDren (TOPCHILD) Collaboration.",BMJ Open. 2022 Jan 20;12(1):e048165. doi: 10.1136/bmjopen-2020-048165.,Johnson BJ,BMJ Open,2022,1/21/22,PMC8783827,,10.1136/bmjopen-2020-048165
34265849,Neuromodulation of Visual Cortex Reduces the Intensity of Intrusive Memories,"Herz N, Bar-Haim Y, Tavor I, Tik N, Sharon H, Holmes EA, Censor N.",Cereb Cortex. 2022 Jan 10;32(2):408-417. doi: 10.1093/cercor/bhab217.,Herz N,Cereb Cortex,2022,7/15/21,PMC8754386,,10.1093/cercor/bhab217
36382651,Operational Definitions of Treatment Response and Remission in Obsessive-Compulsive Disorder Capture Meaningful Improvements in Everyday Life,"Mataix-Cols D, Andersson E, Aspvall K, Boberg J, Crowley JJ, de Schipper E, Fernández de la Cruz L, Flygare O, Ivanova E, Lenhard F, Lundström L, Rück C, Serlachius E, Cervin M.",Psychother Psychosom. 2022;91(6):424-430. doi: 10.1159/000527115. Epub 2022 Oct 28.,Mataix-Cols D,Psychother Psychosom,2022,11/16/22,PMC9838085,,10.1159/000527115
34987091,Sleep problems in rheumatoid arthritis over 12 years from diagnosis: results from the Swedish EIRA study,"Lyne L, Åkerstedt T, Alfredsson L, Lehtonen T, Saevarsdottir S, Klareskog L, Westerlind H.",RMD Open. 2022 Jan;8(1):e001800. doi: 10.1136/rmdopen-2021-001800.,Lyne L,RMD Open,2022,1/6/22,PMC8734013,,10.1136/rmdopen-2021-001800
34963473,Personality trait by intelligence interaction effects on grades tend to be synergistic,"Sorjonen K, Wallin AS, Falkstedt D, Melin B.",BMC Psychol. 2021 Dec 28;9(1):202. doi: 10.1186/s40359-021-00708-1.,Sorjonen K,BMC Psychol,2021,12/29/21,PMC8715614,,10.1186/s40359-021-00708-1
33527302,"Gambling at Work: A Qualitative Study of Swedish Elite Athletes, Coaches, and Managers","Vinberg M, Wetterborg D, Enebrink P.",J Gambl Stud. 2021 Dec;37(4):1197-1217. doi: 10.1007/s10899-021-10007-4. Epub 2021 Feb 2.,Vinberg M,J Gambl Stud,2021,2/2/21,PMC8572821,,10.1007/s10899-021-10007-4
34740376,Exploring associations between subjective well-being and personality over a time span of 15-18 months: a cohort study of adolescents in Sweden,"Winzer R, Vaez M, Lindberg L, Sorjonen K.",BMC Psychol. 2021 Nov 5;9(1):173. doi: 10.1186/s40359-021-00673-9.,Winzer R,BMC Psychol,2021,11/6/21,PMC8569843,,10.1186/s40359-021-00673-9
34735452,Physical activity in women attending a dissonance-based intervention after Roux-en-Y Gastric Bypass: A 2-year follow-up of a randomized controlled trial,"Possmark S, Sellberg F, Ghaderi A, Tynelius P, Willmer M, Rasmussen F, Persson M, Berglind D.",PLoS One. 2021 Nov 4;16(11):e0255556. doi: 10.1371/journal.pone.0255556. eCollection 2021.,Possmark S,PLoS One,2021,11/4/21,PMC8568166,,10.1371/journal.pone.0255556
32964334,Long-term outcomes of internet-delivered cognitive behaviour therapy for paediatric anxiety disorders: towards a stepped care model of health care delivery,"Jolstedt M, Vigerland S, Mataix-Cols D, Ljótsson B, Wahlund T, Nord M, Högström J, Öst LG, Serlachius E.",Eur Child Adolesc Psychiatry. 2021 Nov;30(11):1723-1732. doi: 10.1007/s00787-020-01645-x. Epub 2020 Sep 22.,Jolstedt M,Eur Child Adolesc Psychiatry,2021,9/23/20,PMC8558186,,10.1007/s00787-020-01645-x
32404226,"Efficacy of internet-delivered acceptance and commitment therapy for severe health anxiety: results from a randomized, controlled trial","Hoffmann D, Rask CU, Hedman-Lagerlöf E, Jensen JS, Frostholm L.",Psychol Med. 2021 Nov;51(15):2685-2695. doi: 10.1017/S0033291720001312. Epub 2020 May 14.,Hoffmann D,Psychol Med,2021,5/15/20,PMC8579157,,10.1017/S0033291720001312
34645711,The human olfactory bulb processes odor valence representation and cues motor avoidance behavior,"Iravani B, Schaefer M, Wilson DA, Arshamian A, Lundström JN.",Proc Natl Acad Sci U S A. 2021 Oct 19;118(42):e2101209118. doi: 10.1073/pnas.2101209118.,Iravani B,Proc Natl Acad Sci U S A,2021,10/14/21,PMC8545486,,10.1073/pnas.2101209118
34008014,"Lifecourse-varying structural stigma, minority stress reactions and mental health among sexual minority male migrants","van der Star A, Bränström R, Pachankis JE.",Eur J Public Health. 2021 Oct 11;31(4):803-808. doi: 10.1093/eurpub/ckab032.,van der Star A,Eur J Public Health,2021,5/19/21,PMC8527997,,10.1093/eurpub/ckab032
32924086,Adding the Coping Power Programme to parent management training: the cost-effectiveness of stacking interventions for children with disruptive behaviour disorders,"Nystrand C, Helander M, Enebrink P, Feldman I, Sampaio F.",Eur Child Adolesc Psychiatry. 2021 Oct;30(10):1603-1614. doi: 10.1007/s00787-020-01638-w. Epub 2020 Sep 13.,Nystrand C,Eur Child Adolesc Psychiatry,2021,9/14/20,PMC8505382,,10.1007/s00787-020-01638-w
34593015,Efficacy and cost-effectiveness of therapist-guided internet-delivered behaviour therapy for children and adolescents with Tourette syndrome: study protocol for a single-blind randomised controlled trial,"Andrén P, Fernández de la Cruz L, Isomura K, Lenhard F, Hall CL, Davies EB, Murphy T, Hollis C, Sampaio F, Feldman I, Bottai M, Serlachius E, Andersson E, Mataix-Cols D.",Trials. 2021 Sep 30;22(1):669. doi: 10.1186/s13063-021-05592-z.,Andrén P,Trials,2021,10/1/21,PMC8481317,,10.1186/s13063-021-05592-z
34537086,"Dangers of residual confounding: a cautionary tale featuring cognitive ability, socioeconomic background, and education","Sorjonen K, Falkstedt D, Wallin AS, Melin B, Nilsonne G.",BMC Psychol. 2021 Sep 18;9(1):145. doi: 10.1186/s40359-021-00653-z.,Sorjonen K,BMC Psychol,2021,9/19/21,PMC8449433,,10.1186/s40359-021-00653-z
34537040,Impaired cognitive functioning in stress-induced exhaustion disorder: a new tablet-based assessment,"Bartfai A, Åsberg M, Beser A, Sorjonen K, Wilczek A, Warkentin S.",BMC Psychiatry. 2021 Sep 18;21(1):459. doi: 10.1186/s12888-021-03454-1.,Bartfai A,BMC Psychiatry,2021,9/19/21,PMC8449908,,10.1186/s12888-021-03454-1
34493259,Effects of the PRIMROSE prevention trial of childhood obesity on parental self-efficacy,"Döring N, Ghaderi A, Enö Persson J, Tynelius P, Rasmussen F, Bohman B.",BMC Pediatr. 2021 Sep 7;21(1):388. doi: 10.1186/s12887-021-02862-2.,Döring N,BMC Pediatr,2021,9/8/21,PMC8422655,,10.1186/s12887-021-02862-2
34488691,IMplementation and evaluation of the school-based family support PRogram a Healthy School Start to promote child health and prevent OVErweight and obesity (IMPROVE) - study protocol for a cluster-randomized trial,"Elinder LS, Wiklund CA, Norman Å, Stattin NS, Andermo S, Patterson E, Hemmingsson E, Cook C, Raposo S, Kwak L.",BMC Public Health. 2021 Sep 6;21(1):1630. doi: 10.1186/s12889-021-11663-2.,Elinder LS,BMC Public Health,2021,9/7/21,PMC8419825,,10.1186/s12889-021-11663-2
33582826,"Country-level structural stigma, identity concealment, and day-to-day discrimination as determinants of transgender people's life satisfaction","Bränström R, Pachankis JE.",Soc Psychiatry Psychiatr Epidemiol. 2021 Sep;56(9):1537-1545. doi: 10.1007/s00127-021-02036-6. Epub 2021 Feb 13.,Bränström R,Soc Psychiatry Psychiatr Epidemiol,2021,2/14/21,PMC8429389,,10.1007/s00127-021-02036-6
32340638,Targeting excessive worry with internet-based extinction therapy: a randomised controlled trial with mediation analysis and economical evaluation,"Andersson E, Ljótsson B, Hedman-Lagerlöf M, Nygren L, Persson M, Rosengren K, Gezelius A, Andersson L, Sundquist T, Ivanov VZ, Bjureberg J, Hedman-Lagerlöf E.",Psychol Med. 2021 Sep;51(12):2023-2033. doi: 10.1017/S0033291720000781. Epub 2020 Apr 28.,Andersson E,Psychol Med,2021,4/29/20,PMC8426147,,10.1017/S0033291720000781
34391388,Variations in perceptions of parenting role related to children's physical activity and sedentary behaviours - a qualitative study in a Northern European context,"Andermo S, Rydberg H, Norman Å.",BMC Public Health. 2021 Aug 14;21(1):1550. doi: 10.1186/s12889-021-11537-7.,Andermo S,BMC Public Health,2021,8/15/21,PMC8364006,,10.1186/s12889-021-11537-7
34408817,Investigating the frequency of intrusive memories after 24 hours using a visuospatial interference intervention: a follow-up and extension,"Brennen T, Blix I, Nissen A, Holmes EA, Skumlien M, Solberg Ø.",Eur J Psychotraumatol. 2021 Aug 13;12(1):1953788. doi: 10.1080/20008198.2021.1953788. eCollection 2021.,Brennen T,Eur J Psychotraumatol,2021,8/19/21,PMC8366629,,10.1080/20008198.2021.1953788
34385571,Acquired olfactory loss alters functional connectivity and morphology,"Iravani B, Peter MG, Arshamian A, Olsson MJ, Hummel T, Kitzler HH, Lundström JN.",Sci Rep. 2021 Aug 12;11(1):16422. doi: 10.1038/s41598-021-95968-7.,Iravani B,Sci Rep,2021,8/13/21,PMC8361122,,10.1038/s41598-021-95968-7
34377358,Feasibility and acceptability of Problem Management Plus with Emotional Processing (PM+EP) for refugee youth living in the Netherlands: study protocol,"Alozkan Sever C, Cuijpers P, Mittendorfer-Rutz E, Bryant RA, Dawson KS, Holmes EA, Mooren T, Norredam ML, Sijbrandij M.",Eur J Psychotraumatol. 2021 Aug 5;12(1):1947003. doi: 10.1080/20008198.2021.1947003. eCollection 2021.,Alozkan Sever C,Eur J Psychotraumatol,2021,8/11/21,PMC8344241,,10.1080/20008198.2021.1947003
33315190,Effectiveness of Behaviour Therapy for Children and Adolescents with Tourette Syndrome and Chronic Tic Disorder in a Naturalistic Setting,"Andrén P, Wachtmeister V, Franzé J, Speiner C, Fernández de la Cruz L, Andersson E, de Schipper E, Rautio D, Silverberg-Mörse M, Serlachius E, Mataix-Cols D.",Child Psychiatry Hum Dev. 2021 Aug;52(4):739-750. doi: 10.1007/s10578-020-01098-y. Epub 2020 Dec 14.,Andrén P,Child Psychiatry Hum Dev,2021,12/14/20,PMC8238753,,10.1007/s10578-020-01098-y
33219629,Does insufficient sleep affect how you learn from reward or punishment? Reinforcement learning after 2 nights of sleep restriction,"Gerhardsson A, Porada DK, Lundström JN, Axelsson J, Schwarz J.",J Sleep Res. 2021 Aug;30(4):e13236. doi: 10.1111/jsr.13236. Epub 2020 Nov 20.,Gerhardsson A,J Sleep Res,2021,11/21/20,PMC8365707,,10.1111/jsr.13236
32873895,Sick for science: experimental endotoxemia as a translational tool to develop and test new therapies for inflammation-associated depression,"Lasselin J, Lekander M, Benson S, Schedlowski M, Engler H.",Mol Psychiatry. 2021 Aug;26(8):3672-3683. doi: 10.1038/s41380-020-00869-2. Epub 2020 Sep 1.,Lasselin J,Mol Psychiatry,2021,9/3/20,PMC8550942,,10.1038/s41380-020-00869-2
34301895,Observation of others' threat reactions recovers memories previously shaped by firsthand experiences,"Haaker J, Diaz-Mataix L, Guillazo-Blanch G, Stark SA, Kern L, LeDoux JE, Olsson A.",Proc Natl Acad Sci U S A. 2021 Jul 27;118(30):e2101290118. doi: 10.1073/pnas.2101290118.,Haaker J,Proc Natl Acad Sci U S A,2021,7/24/21,PMC8325359,,10.1073/pnas.2101290118
34311711,A pilot study of the impact of an integrated individual- and family therapy model for self-harming adolescents on overall healthcare consumption,"Wijana MB, Feldman I, Ssegonja R, Enebrink P, Ghaderi A.",BMC Psychiatry. 2021 Jul 26;21(1):374. doi: 10.1186/s12888-021-03375-z.,Wijana MB,BMC Psychiatry,2021,7/27/21,PMC8311924,,10.1186/s12888-021-03375-z
34301969,Psychedelic drug use and schizotypy in young adults,"Lebedev AV, Acar K, Garzón B, Almeida R, Råback J, Åberg A, Martinsson S, Olsson A, Louzolo A, Pärnamets P, Lövden M, Atlas L, Ingvar M, Petrovic P.",Sci Rep. 2021 Jul 23;11(1):15058. doi: 10.1038/s41598-021-94421-z.,Lebedev AV,Sci Rep,2021,7/24/21,PMC8302700,,10.1038/s41598-021-94421-z
