"","pmid","pmcid_pmc","pmcid_uid","doi","filename","journal","publisher","affiliation_institution","affiliation_country","year_epub","year_ppub","is_coi_pred","coi_text","is_coi_pmc_fn","is_coi_pmc_title","is_explicit_coi","coi_1","coi_2","coi_disclosure_1","commercial_1","benefit_1","consultant_1","grants_1","brief_1","fees_1","consults_1","connect_1","connect_2","commercial_ack_1","rights_1","founder_1","advisor_1","paid_1","board_1","no_coi_1","no_funder_role_1","is_fund_pred","fund_text","fund_pmc_institute","fund_pmc_source","fund_pmc_anysource","is_fund_pmc_group","is_fund_pmc_title","is_fund_pmc_anysource","is_relevant_fund","is_explicit_fund","support_1","support_3","support_4","support_5","support_6","support_7","support_8","support_9","support_10","developed_1","received_1","received_2","recipient_1","authors_1","authors_2","thank_1","thank_2","fund_1","fund_2","fund_3","supported_1","financial_1","financial_2","financial_3","grant_1","french_1","common_1","common_2","common_3","common_4","common_5","acknow_1","disclosure_1","disclosure_2","fund_ack","project_ack","is_register_pred","register_text","type","is_research","is_review","is_reg_pmc_title","is_relevant_reg","is_method","is_NCT","is_explicit_reg","prospero_1","registered_1","registered_2","registered_3","registered_4","registered_5","not_registered_1","registration_1","registration_2","registration_3","registration_4","registry_1","reg_title_1","reg_title_2","reg_title_3","reg_title_4","funded_ct_1","ct_2","ct_3","protocol_1","is_success","is_relevant_coi","is_relevant_coi_hi","is_relevant_coi_lo"
"75","24416344","","3885669","10.1371/journal.pone.0085092","./publications/PMC3885669.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2014","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Lies Notebaert is supported by an Australian Bushfire Cooperative Research Centre grant on managing threat through the modification of thought. Emily A. Holmes is supported by a Wellcome Trust Clinical Fellowship (WT088217), The Medical Research Council, The Lupina Foundation, and the National Institute for Health Research (NIHR) Oxford Biomedical Research Centre based at Oxford University Hospitals Trust Oxford University. The views expressed are those of the author(s) and not necessarily those of the NHS, the NIHR or the Department of Health. Colin MacLeod is supported in part by Australian Research Council Grant DP0879589, and by a grant from the Romanian National Authority for Scientific Research, CNCS – UEFISCDI, project number PNII-ID-PCCE-2011-2-0045. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA
"76","24465822","","3899094","10.1371/journal.pone.0085977","./publications/PMC3899094.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2014","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Support was provided by the Knut and Alice Wallenberg Foundation (KAW 2012.0141), awarded to JNL, and a grant from the Netherlands Organization for Scientific Research (NWO; 451-11-021) awarded to SB. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA
"77","24040881","","3948098","10.1037/a0033997","./publications/PMC3948098.xml","Emotion (Washington, D.C.)","American Psychological Association","","","2013","2013",FALSE,"",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE
"78","24717011","","3995501","10.1186/1471-2458-14-335","./publications/PMC3995501.xml","BMC Public Health","BioMed Central","","","2014","",TRUE,"Competing interests The authors declare that they have no conflicts of interest.",FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"The PRIMROSE trial has been supported by grants from the following agencies: The Swedish Council for Working Life and Social Research (2006-0226 and 2011-0413), the Swedish Research Council (K2006-27X-20069-01-3 and K2012-69X-22058-01-3), the Research and Development Committee, Stockholm County Council (2006-0324), the Regional Research Council of the Uppsala and Örebro Health Care Region (RFR-12404), Uppsala County Council, Sörmland County Council, the Public Health Committee of Stockholm County Council (0803-377), the Vårdal Foundation (B2007-006), AFA insurance (H-06:05/070001), the Foundation of the Swedish Diabetes Society (TMA2006-004), and the Karolinska Health Care Sciences Postgraduate School (2008). The trial has also received faculty funds from the Karolinska Institutet for PhD student grants (2012 and 2013).","","","",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,"Trial registration ISRCTN16991919","research-article",TRUE,FALSE,TRUE,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA
"79","24685536","","4007010","10.1016/j.brat.2014.03.001","./publications/PMC4007010.xml","Behaviour Research and Therapy","Elsevier Science","","","","2014",FALSE,"",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"This study was supported by an Australian Postgraduate Award and an Australian National Health and Medical Research Council Early Career Fellowship awarded to Jill Newby (1037787). This study also received some support from an Australian Research Council (ARC) Discovery Grant (DP0984791) awarded to Michelle Moulds. Michelle Moulds is supported by an Australian Research Fellowship from the ARC. Emily Holmes is supported by the Medical Research Council (United Kingdom) intramural programme [MC-A060-5PR50], a Wellcome Trust Clinical Fellowship [WT088217], the Lupina Foundation, and the National Institute for Health Research (NIHR) Oxford Biomedical Research Centre based at Oxford University Hospitals NHS Trust, Oxford University [REF A93182]. The views expressed are those of the author(s) and not necessarily those of the NHS, the NIHR or the Department of Health.","","","an Australian Postgraduate Award; an Australian National Health and Medical Research Council Early Career Fellowship; an Australian Research Council (ARC) Discovery Grant; an Australian Research Fellowship from the ARC; the Medical Research Council (United Kingdom) intramural programme; a Wellcome Trust Clinical Fellowship; the Lupina Foundation; the National Institute for Health Research (NIHR) Oxford Biomedical Research Centre based at Oxford University Hospitals NHS Trust, Oxford University",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,"","brief-report",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"80","24742310","","4017272","10.1080/87565641.2014.886691","./publications/PMC4017272.xml","Developmental Neuropsychology","Taylor & Francis","","","2014","2014",TRUE,"Potential conflict of interests: Dr. Thorell has served as a consultant for Shire and is on the advisory board for Prima. Mr. Sjöwall has no potential conflict of interest to report.",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA
"81","24874703","","4038619","10.1371/journal.pone.0098347","./publications/PMC4038619.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2014","",TRUE,"Competing Interests: JS, KMG, and JNL have no competing interests. JMD and JC are affiliated with Unilever R&D, Trumbull, CT, USA. This study was funded in part by an investigator-initiated grant from the Unilever Corporation. There are no patents, products in development or marketed products to declare. This does not alter the authors' adherence to all the PLOS ONE policies on sharing data and materials, as detailed online in the guide for authors.",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"This study was funded in part by an investigator-initiated grant from the Unilever Corporation. JNL is funded by the Knut and Alice Wallenberg Foundation (KAW 2012.0141) and a grant from the Swedish Research Council (VRHS2009-2337). JS is funded by a research fellowship by the German Research Foundation (DFG, SE 2147-1). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA
"82","24949622","","4065049","10.1371/journal.pone.0100773","./publications/PMC4065049.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2014","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Financial support was provided by Stockholm County Council and through the regional agreement on medical training and clinical research between Stockholm County Council and Karolinska Institutet (PPG 20120167). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Trial Registration ClinicalTrials.gov; NCT01809990.","research-article",TRUE,FALSE,TRUE,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA
"83","24959666","","4069083","10.1371/journal.pone.0100614","./publications/PMC4069083.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2014","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"This study was funded by Karolinska Institutet and by Stockholm County Council. Role of the Sponsor: The main funding organizations (Karolinska Institutet and Stockholm County Council) are public institutions and neither of the funding organizations had any role in the design and conduct of the study; in the collection or interpretation of the data; nor in the writing of the report or in the decision to submit it.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA
"84","25012399","","4096419","10.1186/1745-6215-15-282","./publications/PMC4096419.xml","Trials","BioMed Central","","","2014","",TRUE,"Competing interests The authors declare that they have no competing interests.",FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"OPA is supported by a grant from the Department of Health of Western Australia. CM is supported by the University of Western Australia. AF is supported by a grant from the Department of Health of Western Australia. BG is supported by a project grant from the Australian Research Council. VH is supported by a grant from Department of Health of Western Australia and from the Royal Perth Hospital. DG is supported by the University of Western Australia. EH is supported by the Medical Research Council of the United Kingdom. A project grant application for ongoing funding is currently under review.","","","",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,"Trial registration Australian and New Zealand Clinical Trials Registry ACTRN12613001334796. Date: 5th December 2013.","research-article",TRUE,FALSE,TRUE,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA
"85","25012436","","4101244","10.1016/j.jad.2014.05.007","./publications/PMC4101244.xml","Journal of Affective Disorders","Elsevier/North-Holland Biomedical Press","","","","2014",TRUE,"Conflict of interest GG has received honoraria from AstraZeneca, BMS, Eisai, Lundbeck, Sanofi-Aventis and Servier. He has been advisor for AstraZeneca, BMS, Boehringer Ingelheim, Cephalon, Janssen-Cilag, Lilly, Lundbeck, P1Vital, Servier, Shering Plough, Wyeth.",FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"EH and MDS are supported by the Medical Research Council (United Kingdom) intramural programme (MC-A060-5PR50). EH is supported by a Wellcome Trust Clinical Fellowship (WT088217), and the National Institute for Health Research (NIHR) Oxford Biomedical Research Centre based at Oxford University Hospitals NHS Trust, Oxford University. GG has received grants from the Medical Research Council and Wellcome Trust. This research was funded by Oxfordshire and Buckinghamshire Mental Health Trust support to AI, a Wellcome Trust Clinical Fellowship (WT088217) awarded to EH, an Equilibrium Foundation award to MDS and a National Institute for Health Research (NIHR) award under Research Programme Grant for Applied Research (RP-PG-0108-10087) to GG. The views expressed are those of the author(s) and not necessarily those of the NHS, the NIHR or the Department of Health. Funding to pay the Open Access publication charges for this article was also provided by the UK Medical Research Council.","","","",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA
"86","24359124","","4104815","10.1080/02699931.2013.868342","./publications/PMC4104815.xml","Cognition & Emotion","Taylor & Francis","","","2013","2014",FALSE,"",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Emily Holmes is supported by the Medical Research Council (United Kingdom) intramural programme [grant number MC-A060-5PR50], a Wellcome Trust Clinical Fellowship [grant number WT088217] and the National Institute for Health Research (NIHR) Oxford Biomedical Research Centre based at Oxford University Hospitals NHS Trust, Oxford University [grant number REF A93182]. The views expressed are those of the author(s) and not necessarily those of the NHS, the NIHR or the Department of Health. Funding to pay the Open Access publication charges for this article was also provided by the UK Medical Research Council. The study was funded by the German Ministry of Health (BMG).","","","",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"87","25058607","","4110004","10.1371/journal.pone.0103340","./publications/PMC4110004.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2014","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"This work is supported by grants from the Swedish Research Council (grant numbers K2008-70X-20836-01-3, K2011-70X-20836-04-4), the Swedish Cancer Society (grant numbers 2007/1015, 2010/276), and the Swedish Childhood Cancer Foundation (grant numbers PROJ08/010, PRO12/028). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"The review was conducted according to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses Statement (PRISMA), consisting of an evidence-based set of items for conduction and reporting systematic reviews and meta-analyses. Objectives and methods were specified in advance, documented in a protocol, and registered at PROSPERO (21/12–2012, CRD42012003521).","research-article",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,TRUE,NA
"88","25122509","","4133364","10.1371/journal.pone.0104615","./publications/PMC4133364.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2014","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"This study was funded by the Stockholm Center for Dependency Disorders (http://www.slso.sll.se/SLPOtemplates/SLPOPage1____6639.aspx), Psychiatry Southwest (http://www.slso.sll.se/slpotemplates/slpopage1____4432.aspx) and Vinnova (http://www.vinnova.se/), grant number 2009-00192. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA
"89","24611634","","4150534","10.1111/psyp.12197","./publications/PMC4150534.xml","Psychophysiology","Blackwell Publishing Ltd; Oxford, UK","Department of Psychology, Biological Psychology Unit, University of Graz; MRC Cognition and Brain Sciences Unit","","2014","2014",FALSE,"",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Emily Holmes is supported by the Medical Research Council (United Kingdom) intramural programme (MC-A060-5PR50), the Lupina Foundation, a Wellcome Trust Clinical Fellowship (WT088217), and the National Institute for Health Research (NIHR) Oxford Biomedical Research Centre based at Oxford University Hospitals NHS Trust, Oxford University (REF A93182). The views expressed are those of the authors and not necessarily those of the NHS, the NIHR, or the Department of Health. Funding for the Open Access publication charges for this article was also provided by the UK Medical Research Council.","","","",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE
"90","25256187","","4179584","10.1136/bmjopen-2014-005923","./publications/PMC4179584.xml","BMJ Open","BMJ Publishing Group; BMA House, Tavistock Square, London, WC1H 9JR","Karolinska Institutet","Sweden","2014","",TRUE,"Competing interests:  None.",FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Funding:  Financial support was provided through the regional agreement on medical training and clinical research (ALF) between the Stockholm County Council and the Karolinska Institutet (grant number: 20130538). The Swedish Research Council (grant number: K2013-61X-22168-01-3) and the Swedish Society of Medicine (Söderströmska Königska sjukhemmet, grant number: SLS-384451) provided funding for this study.","","","",FALSE,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Trial registration number Clinicaltrials.gov registration ID NCT01850433.","research-article",TRUE,FALSE,TRUE,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA
"91","25303102","","4193761","10.1371/journal.pone.0108590","./publications/PMC4193761.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2014","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"This research was supported by EU grant #269921 (BrainScaleS) and the Manfred Stärk Foundation. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA
"92","24292880","","4202771","10.2486/indhealth.2013-0169","./publications/PMC4202771.xml","Industrial Health","National Institute of Occupational Safety and Health, Japan","","","2013","2014",FALSE,"",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
