"","pmid","pmcid_pmc","pmcid_uid","doi","filename","is_research","is_review","is_relevant_data","is_relevant_code","article","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","is_success"
"103","25885652","","4359485","10.1186/s12888-015-0419-8","./publications/PMC4359485.xml",TRUE,FALSE,TRUE,FALSE,"10.1186/s12888-015-0419-8",FALSE,"",FALSE,"","",TRUE
"104","25849477","","4388630","10.1371/journal.pone.0123412","./publications/PMC4388630.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0123412",FALSE,"",FALSE,"","",TRUE
"105","24920083","","4391283","10.1080/02699931.2014.926861","./publications/PMC4391283.xml",TRUE,FALSE,TRUE,FALSE,"10.1080/02699931.2014.926861",FALSE,"",FALSE,"","",TRUE
"106","25488976","","4392213","10.1136/jech-2014-204958","./publications/PMC4392213.xml",TRUE,FALSE,TRUE,FALSE,"10.1136/jech-2014-204958",FALSE,"",FALSE,"","",TRUE
"107","25877283","","4401866","10.1136/bmjopen-2015-008127","./publications/PMC4401866.xml",TRUE,FALSE,TRUE,FALSE,"10.1136/bmjopen-2015-008127",FALSE,"",FALSE,"","",TRUE
"108","25889819","","4403705","10.1186/s12966-015-0194-4","./publications/PMC4403705.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s12966-015-0194-4",FALSE,"",FALSE,"","",TRUE
"109","25893687","","4404057","10.1371/journal.pone.0124258","./publications/PMC4404057.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0124258",FALSE,"",FALSE,"","",TRUE
"110","25906330","","4407500","10.1038/srep09831","./publications/PMC4407500.xml",TRUE,FALSE,TRUE,TRUE,"10.1038/srep09831",FALSE,"",FALSE,"","",TRUE
"111","25805405","","4407900","10.1016/j.jad.2015.02.026","./publications/PMC4407900.xml",TRUE,FALSE,TRUE,TRUE,"10.1016/j.jad.2015.02.026",FALSE,"",FALSE,"","",TRUE
"112","25941181","","4420979","10.1136/bmjopen-2014-007208","./publications/PMC4420979.xml",TRUE,FALSE,TRUE,TRUE,"10.1136/bmjopen-2014-007208",FALSE,"",FALSE,"","",TRUE
"113","25239053","","4429028","10.1007/s10802-014-9942-1","./publications/PMC4429028.xml",TRUE,FALSE,TRUE,TRUE,"10.1007/s10802-014-9942-1",FALSE,"",FALSE,"","",TRUE
"114","26051650","","4459678","10.1186/s12889-015-1896-x","./publications/PMC4459678.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s12889-015-1896-x",FALSE,"",FALSE,"","",TRUE
"115","26105031","","4479995","10.1136/bmjopen-2015-007902","./publications/PMC4479995.xml",TRUE,FALSE,TRUE,FALSE,"10.1136/bmjopen-2015-007902",FALSE,"",FALSE,"","",TRUE
"116","26073498","","4508344","10.1016/j.brat.2015.05.016","./publications/PMC4508344.xml",TRUE,FALSE,TRUE,TRUE,"10.1016/j.brat.2015.05.016",FALSE,"",FALSE,"","",TRUE
"117","25352317","","4516861","10.1007/s00737-014-0473-0","./publications/PMC4516861.xml",TRUE,FALSE,TRUE,FALSE,"10.1007/s00737-014-0473-0",FALSE,"",FALSE,"","",TRUE
"118","26133572","","4526368","10.1177/0956797615583071","./publications/PMC4526368.xml",TRUE,FALSE,TRUE,TRUE,"10.1177/0956797615583071",TRUE,"general-purpose repository",FALSE,"supplemental material: additional supporting information can be found at http://pss sagepub com/content/by/supplemental-data open practices: key data and materials have been made publicly available via open science framework and can be accessed at osf io/ideta.","",TRUE
"119","26276443","","4537553","10.1186/s13012-015-0305-2","./publications/PMC4537553.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s13012-015-0305-2",FALSE,"",FALSE,"","",TRUE
"120","26293450","","4546131","10.1186/s12889-015-2148-9","./publications/PMC4546131.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s12889-015-2148-9",FALSE,"",FALSE,"","",TRUE
"121","26235478","","4593863","10.1016/j.psychres.2015.07.059","./publications/PMC4593863.xml",TRUE,FALSE,TRUE,TRUE,"10.1016/j.psychres.2015.07.059",FALSE,"",FALSE,"","",TRUE
"122","26412097","","4595480","10.1016/j.tics.2015.08.003","./publications/PMC4595480.xml",FALSE,TRUE,TRUE,TRUE,"10.1016/j.tics.2015.08.003",FALSE,"",FALSE,"","",TRUE
"123","26322714","","4595481","10.1016/j.jad.2015.08.042","./publications/PMC4595481.xml",TRUE,FALSE,TRUE,FALSE,"10.1016/j.jad.2015.08.042",FALSE,"",FALSE,"","",TRUE
"124","26466585","","4606999","10.1186/s12890-015-0117-9","./publications/PMC4606999.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s12890-015-0117-9",FALSE,"",FALSE,"","",TRUE
"125","26577592","","4685840","10.1098/rsif.2015.0670","./publications/PMC4685840.xml",TRUE,FALSE,TRUE,FALSE,"10.1098/rsif.2015.0670",FALSE,"",FALSE,"","",TRUE
"126","26166625","","4686538","10.1016/j.neuroimage.2015.07.015","./publications/PMC4686538.xml",TRUE,FALSE,TRUE,TRUE,"10.1016/j.neuroimage.2015.07.015",FALSE,"",FALSE,"","",TRUE
"127","26647849","","4697303","10.1017/S0033291715002007","./publications/PMC4697303.xml",TRUE,FALSE,TRUE,TRUE,"10.1017/S0033291715002007",FALSE,"",FALSE,"","",TRUE
"128","26271252","","4712386","10.1177/0020764015597951","./publications/PMC4712386.xml",TRUE,FALSE,TRUE,TRUE,"10.1177/0020764015597951",FALSE,"",FALSE,"","",TRUE
"129","26769240","","4712479","10.1186/s12889-016-2701-1","./publications/PMC4712479.xml",TRUE,FALSE,TRUE,FALSE,"10.1186/s12889-016-2701-1",FALSE,"",FALSE,"","",TRUE
"130","26795378","","4721005","10.1186/s12966-016-0327-4","./publications/PMC4721005.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s12966-016-0327-4",FALSE,"",FALSE,"","",TRUE
"131","26799397","","4723125","10.1371/journal.pone.0147257","./publications/PMC4723125.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0147257",FALSE,"",FALSE,"","",TRUE
"132","26837684","","4737850","10.1136/bmj.i241","./publications/PMC4737850.xml",TRUE,FALSE,TRUE,FALSE,"10.1136/bmj.i241",FALSE,"",FALSE,"","",TRUE
"133","26298574","","4747986","10.1007/s00127-015-1116-0","./publications/PMC4747986.xml",TRUE,FALSE,TRUE,FALSE,"10.1007/s00127-015-1116-0",FALSE,"",FALSE,"","",TRUE
"134","26894510","","4777237","10.1167/16.3.26","./publications/PMC4777237.xml",TRUE,FALSE,TRUE,TRUE,"10.1167/16.3.26",FALSE,"",FALSE,"","",TRUE
"135","26515987","","4819658","10.1136/jech-2015-206149","./publications/PMC4819658.xml",TRUE,FALSE,TRUE,FALSE,"10.1136/jech-2015-206149",FALSE,"",FALSE,"","",TRUE
"136","26130127","","4819915","10.1007/s10654-015-0062-1","./publications/PMC4819915.xml",TRUE,FALSE,TRUE,TRUE,"10.1007/s10654-015-0062-1",FALSE,"",FALSE,"","",TRUE
"137","27113233","","4853986","10.1136/bmjopen-2015-009440","./publications/PMC4853986.xml",TRUE,FALSE,TRUE,TRUE,"10.1136/bmjopen-2015-009440",FALSE,"",FALSE,"","",TRUE
"138","27113231","","4854011","10.1136/bmjopen-2015-009327","./publications/PMC4854011.xml",TRUE,FALSE,TRUE,FALSE,"10.1136/bmjopen-2015-009327",FALSE,"",FALSE,"","",TRUE
"139","26235042","","4855684","10.1111/cdev.12396","./publications/PMC4855684.xml",TRUE,FALSE,TRUE,FALSE,"10.1111/cdev.12396",FALSE,"",FALSE,"","",TRUE
