,pmid,Authors,Title,last_author,publication_year,is_open_data,open_data_statements,is_open_code,open_code_statements,is_register_pred,register_text,is_coi_pred,coi_text,is_fund_pred,fund_text
10,21483704,"Hedman E, Andersson G, Ljótsson B, Andersson E, Rück C, Mörtberg E, Lindefors N.",Internet-based cognitive behavior therapy vs. cognitive behavioral group therapy for social anxiety disorder: a randomized controlled non-inferiority trial,0,2011,False,,False,,True,"Trial Registration ClinicalTrials.gov NCT00564967
",True,Competing Interests: The authors have declared that no competing interests exist.,True,"Funding:  This study was supported by research grants from Stockholm County Council (Nils
Lindefors) and the Bror Gadelius Fund (Erik Hedman). The main funding
organization (Stockholm County Council) is a public institution and neither of
the funding organizations had any role in the design and conduct of the study;
in the collection, management, and analysis of the data; or in the preparation,
review and approval of the manuscript."
11,21439049,"Nyberg G, Sundblom E, Norman A, Elinder LS.",A healthy school start - parental support to promote healthy dietary habits and physical activity in children: design and evaluation of a cluster-randomised intervention,0,2011,False,,False,,True,Trial registration ISRCTN: ISRCTN32750699,True,Competing interests The authors declare that they have no competing interests.,True,"Acknowledgements and funding We want to thank all the families and teachers in the schools who participate in this intervention. This study is funded by the Public Health Fund, Stockholm County Council, grant number HSN 0908-0786 and the Signhild Engkvist Foundation."
12,21473754,"Andersson E, Ljótsson B, Smit F, Paxling B, Hedman E, Lindefors N, Andersson G, Rück C.",Cost-effectiveness of internet-based cognitive behavior therapy for irritable bowel syndrome: results from a randomized controlled trial,0,2011,False,,False,,False,,True,Competing interests The authors declare that they have no competing interests.,False,
13,21633503,"van der Hoort B, Guterstam A, Ehrsson HH.",Being Barbie: the size of one's own body determines the perceived size of the world,0,2011,False,,False,,False,,True,Competing Interests: The authors have declared that no competing interests exist.,True,"Funding:  This work was supported financially by the European Research Council, the Swedish Foundation for Strategic Research, the Human Frontier Science Programme, the James S. McDonnell Foundation, and the Söderbergska Stiftelsen. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
14,21812991,"Andersson E, Ljótsson B, Hedman E, Kaldo V, Paxling B, Andersson G, Lindefors N, Rück C.",Internet-based cognitive behavior therapy for obsessive compulsive disorder: a pilot study,0,2011,False,,False,,True,Trial Registration ClinicalTrials.gov: NCT01348529,True,Competing interests The authors declare that they have no competing interests.,True,"The Swedish Research Council, the Söderströmska-Königska Foundation and Stockholm County Council for funding the study. Anna-Clara Hellstadius, Sara Steneby and Jan Bergström for proofreading the treatment manual. Diana Radu Djurfeldt, Carl Granfors, Karin Hyland, Johan Larsson, Sergej Andréewitch and Simon Cervenka for diagnostic assessments. Monica Hellberg and Yvonne Sedlenieks for administrative assistance."
15,21794144,"Squires JE, Estabrooks CA, O'Rourke HM, Gustavsson P, Newburn-Cook CV, Wallin L.",A systematic review of the psychometric properties of self-report research utilization measures used in healthcare,0,2011,False,,False,,False,,True,Competing interests The authors declare that they have no competing interests.,True,"This project was made possible by the support of the Canadian Institutes of Health Research (CIHR) Knowledge Translation Synthesis Program (KRS 86255). JES is supported by CIHR postdoctoral and Bisby fellowships. CAE holds a CIHR Canada Research Chair in Knowledge Translation. HMO holds Alberta Heritage Foundation for Medical Research (AHFMR) and KT Canada (CIHR) doctoral scholarships. PG holds a grant from AFA Insurance, and LW is supported by the Center for Care Sciences at Karolinska Institutet. We would like to thank Dagmara Chojecki, MLIS for her support in finalizing the search strategy."
16,21798515,"Holmes EA, Deeprose C, Fairburn CG, Wallace-Hadrill SM, Bonsall MB, Geddes JR, Goodwin GM.",Mood stability versus mood instability in bipolar disorder: a possible role for emotional mental imagery,0,2011,False,,False,,False,,False,,True,"Funding for this study was provided by a Wellcome Trust Intermediate Clinical Fellowship awarded to Emily A. Holmes (088217). Christopher G. Fairburn is a Wellcome Trust Principal Research Fellow (046386). The Wellcome Trust had no further role in study design; in the collection, analysis and interpretation of data; in the writing of the report; and in the decision to submit the paper for publication. SMS mood monitoring was supported by a National Institute for Health Research-NIHR Programme Grant for Applied Research: RP-PG-0108-10087 (Guy M. Goodwin and John R. Geddes PIs) and Oxford Health NHS Foundation Trust."
17,21992655,"Ljótsson B, Andersson G, Andersson E, Hedman E, Lindfors P, Andréewitch S, Rück C, Lindefors N.","Acceptability, effectiveness, and cost-effectiveness of internet-based exposure treatment for irritable bowel syndrome in a clinical sample: a randomized controlled trial",0,2011,False,,False,,True,Trial Registration ClinicalTrials.gov: NCT00844961,True,Competing interests The authors declare that they have no competing interests.,True,"Acknowledgements and funding This study was funded by the Stockholm City Council, the Stockholm Centre for Psychiatry Research, Linköping University, the Söderström-Königska Foundation, and the Bror Gadelius Foundation. The main funding organization (Stockholm County Council) is a public institution and none of the funding organizations had any role in the design and conduct of the study; in the collection, management, and analysis of the data; or in the preparation, review, and approval of the manuscript."
18,22087265,"Fang F, Höglund CO, Arck P, Lundholm C, Långström N, Lichtenstein P, Lekander M, Almqvist C.",Maternal bereavement and childhood asthma-analyses in two large samples of Swedish children,0,2011,False,,False,,False,,True,Competing Interests: The authors have declared that no competing interests exist.,True,"Funding:  Financial support was provided through the regional agreement on medical training and clinical research (ALF) between Stockholm County Council and Karolinska Institutet, grants from the Swedish Research Council (SIMSAM grant number 80748301), Centre for Allergy Research and the Strategic Research Program in Epidemiology at Karolinska Institutet. Fang Fang was partially supported by a postdoctoral fellowship from Hjärnfonden. Caroline Olgart Höglund was supported by the Karolinska Institutet and the Swedish Heart Lung Foundation. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
19,21832988,"Browning M, Grol M, Ly V, Goodwin GM, Holmes EA, Harmer CJ.",Using an experimental medicine model to explore combination effects of pharmacological and cognitive interventions for depression and anxiety,0,2011,False,,False,,False,,True,"GMG has held grants from Bailly Thomas, Sanofi-Aventis, and Servier, received honoraria for speaking or chairing educational meetings from AstraZeneca, Bristol-Meyers Squibb, Eisai, Lundbeck, Sanofi-Aventis, and Servier, and advised AstraZeneca, Bristol-Meyers Squibb, Boehringer Ingelheim, Cephalon, Hoffman-Laroche, Janssen-Cilag, Lilly, Lundbeck, P1vital, Roche, Sanofi-aventis, Shering Plough, Servier, and Wyeth. He holds shares in P1vital and acted as expert witness for Lilly and Servier. CJH is on the advisory board of P1vital Ltd and holds shares in this company. She is a company director and holds shares in Oxford Psychologists Ltd. The other authors declare no conflict of interest.",True,"This research was supported by a Wellcome Trust Fellowship to Dr Browning (081672). Dr Holmes was supported by a Wellcome Trust Clinical Fellowship (088217). Finally, some of the caveats in interpreting the results of this study should be acknowledged. We have suggested that our results may have clinical implications; however, extrapolating these laboratory results to the clinic requires two assumptions. First, it assumes that the degree of affective bias change induced by a treatment is a reasonable proxy for the clinical efficacy of that treatment, and second, it assumes that the cognitive effects of the interventions demonstrated in this study of healthy volunteers are an accurate reflection of their effects in clinical populations. Support for these assumptions is provided by previous work, which has demonstrated that the initial effects of antidepressants on affective bias predict later clinical response () and by the similarity between the effects of the treatments on affective biases in non-clinical and clinical populations (, ). Furthermore, the finding that the cognitive effects of citalopram predicted its protective effect during the mood induction task supports a link between affective bias and subjective mood. However, a more direct test of these assumptions would obviously be provided by replicating the current findings in a clinical sample. A second caveat is that the stability and persistence of any cognitive bias training is likely to be influenced both by the reliability of the measures of cognitive bias (see  and ) and by the variability in the induced bias itself (; ). As our study was designed to test the immediate impact of interventions on cognitive functioning and mood reactivity, we did not assess the degree to which the induced biases persisted and remained stable after completion of the treatment. Future studies may be able to address this limitation by retesting the effects of the treatments at later time points. Third, we monitored compliance with the pharmacological aspect of treatment using participants' self-report only. It would have been reassuring also to have access to serum citalopram levels to objectively confirm compliance. Fourth, we did not collect detailed information on participants' family history of depression. Given the previous finding that this factor is associated with more pronounced negative mood effects of tryptophan depletion (), it would be interesting to investigate whether it also mediated the protective effects of citalopram found during the mood induction task. Finally, it should also be acknowledged that the sample sizes used in the study were relatively modest. Thus, although the study was able to identify significant interactions between the two treatments, other treatment effects may not have been detected because of insufficient power."
20,21676694,"Hedman E, Furmark T, Carlbring P, Ljótsson B, Rück C, Lindefors N, Andersson G.",A 5-Year follow-up of internet-based cognitive behavior therapy for social anxiety disorder,0,2011,False,,False,,True,Trial registration  Clinicaltrials.gov NCT01145690; http://clinicaltrials.gov/ct2/show/NCT01145690 (Archived by WebCite at http://www.webcitation.org/5ygRxDLfK),True,None declared,True,"The funding organization (Stockholm County Council) is a public institution that had no role in the design and conduct of the study; in the collection, management, and analysis of the data; or in the preparation, review and approval of the manuscript."
21,22032936,"Pictet A, Coughtrey AE, Mathews A, Holmes EA.",Fishing for happiness: the effects of generating positive imagery on mood and behaviour,1,2011,False,,False,,False,,False,,True,This research was supported by a Wellcome Trust Intermediate Clinical Fellowship to Emily Holmes (WT088217) and support from the Lupina Foundation.
22,22098673,"Nilsonne G, Appelgren A, Axelsson J, Fredrikson M, Lekander M.",Learning in a simple biological system: a pilot study of classical conditioning of human macrophages in vitro,1,2011,False,,False,,False,,True,Competing interests The authors declare that they have no competing interests.,False,
23,21849316,"Bonsall MB, Wallace-Hadrill SM, Geddes JR, Goodwin GM, Holmes EA.",Nonlinear time-series approaches in characterizing mood stability and mood instability in bipolar disorder,1,2012,False,,False,,False,,False,,True,E.A.H. was supported by a Wellcome Trust Clinical Fellowship (Ref: 088217). SMS mood monitoring was supported by a National Institute for Health Research-NIHR Programme Grant for Applied Research: RP-PG-0108-10087 (G.M.G. and J.R.G. PIs) and Oxford Health NHS Foundation Trust. We would like to thank the Royal Society who provided the intellectual environment for the development of this interdisciplinary project.
24,22264332,"Jernelöv S, Lekander M, Blom K, Rydh S, Ljótsson B, Axelsson J, Kaldo V.",Efficacy of a behavioral self-help treatment with or without therapist guidance for co-morbid and primary insomnia--a randomized controlled trial,0,2012,False,,False,,True,Trial Registration ClinicalTrials.gov: NCT01105052,True,Competing interests Financial disclosure: Susanna Jernelöv is the author of the commercially available self-help book used in this study. We are aware of no other competing interests.,True,"Preparation of this article was supported by Osher Center for Integrative Medicine, the Stockholm Stress Center, Centre for Allergy Research, the Karolinska Institutet, AFA Sickness Insurance Research Fund, the regional agreement on medical training and clinical research (ALF) between Stockholm County Council and Karolinska Institutet, and the Bror Gadelius memory foundation. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
25,22429884,"Wallin L, Gustavsson P, Ehrenberg A, Rudman A.","A modest start, but a steady rise in research use: a longitudinal study of nurses during the first five years in professional life",0,2012,True,all data collection waves. as can be seen in table 2,False,,False,,True,Competing interests The authors declare that they have no competing interests.,True,This work was supported by grants from AFA Insurance. LW was supported by the Centre for Caring Sciences at Karolinska Institutet.
26,22666457,"Mitro S, Gordon AR, Olsson MJ, Lundström JN.",The smell of age: perception and discrimination of body odors of different ages,1,2012,False,,False,,False,,True,Competing Interests: The authors have declared that no competing interests exist.,True,"Funding:  This work was supported in part by the National Institute on Deafness and other Communication Disorders – NIDCD (R03DC009869) [ http://www.nidcd.nih.gov ] and the Swedish Research Council – VR (2008-20712)[ http://www.vr.se/inenglish.4.12fff4451215cbd83e4800015152.html ]. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. No additional external funding received for this study."
27,22832965,"Cervenka S, Hedman E, Ikoma Y, Djurfeldt DR, Rück C, Halldin C, Lindefors N.",Changes in dopamine D2-receptor binding are associated to symptom reduction after psychotherapy in social anxiety disorder,0,2012,False,,False,,False,,True,The authors declare no conflict of interest.,True,"The study was supported by Söderström Königska Stiftelsen, The National Board of Health and Welfare, Stockholm County Council and Psykiatrifonden. The staff at the Karolinska PET Center and at the Internet Psychiatry Unit at the Karolinska University Hospital Huddinge are thankfully acknowledged."
28,22064977,"Bridge H, Harrold S, Holmes EA, Stokes M, Kennard C.",Vivid visual mental imagery in the absence of the primary visual cortex,0,2012,False,,False,,False,,True,Conflict of interest None.,True,"We are grateful to head radiographer Stuart Wilson for his assistance in the smooth running of the project. We would like to thank SBR for his enthusiastic participation and generous offering of his time. This research was funded by the Royal Society (University Research Fellowship to HB), a Wellcome Trust Clinical Fellowship (WT088217 to EH) and the NIHR Biomedical Research Centre, Oxford (CK)."
29,21783339,"Morina N, Deeprose C, Pusowski C, Schmid M, Holmes EA.",Prospective mental imagery in patients with major depressive disorder or anxiety disorders,1,2011,False,,False,,False,,True,Conflict of interest None.,True,Emily Holmes was supported by the Wellcome trust (WT088217) and The Lupina Foundation.
30,22952650,"Lindstedt F, Karshikoff B, Schalling M, Olgart Höglund C, Ingvar M, Lekander M, Kosek E.",Serotonin-1A receptor polymorphism (rs6295) associated with thermal pain perception,0,2012,False,,False,,False,,True,Competing Interests: The authors have declared that no competing interests exist.,True,"This study was funded by The Karolinska Institute, Swedish Rheumatism Association and Stockholm County Council (EK); The Swedish Research Council (www.vr.se), grant nr 2011-4807 (MS); The Swedish Heart-Lung Foundation (COH); Petrus and Augusta Hedlunds Stiftelse, The Center for Allergy Research, Swedish Heart-Lung Foundation, Swedish Council for Working Life and Social Research, The Swedish Society for Medicine, The National board of Health and Welfare and Stockholm Stress Center (ML). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
31,22348650,"Andersson E, Enander J, Andrén P, Hedman E, Ljótsson B, Hursti T, Bergström J, Kaldo V, Lindefors N, Andersson G, Rück C.",Internet-based cognitive behaviour therapy for obsessive-compulsive disorder: a randomized controlled trial,0,2012,False,,False,,True,"The study protocol was approved by the regional ethics review board in Stockholm, Sweden. The trial was registered at Clinicaltrials.gov, registration ID: NCT01347099.",True,Declaration of Interest None.,True,Financial support was provided through the regional agreement on medical training and clinical research (ALF) between Stockholm County Council and Karolinska Institutet. Thanks to the Swedish Research Council and the Swedish Society of Medicine (Söderström Königska sjukhemmet) for funding the study and Maja Ågren and Elin Elveling for diagnostic assessments and treatment assistance.
32,22085478,"Hales SA, Deeprose C, Goodwin GM, Holmes EA.",Cognitions in bipolar affective disorder and unipolar depression: imagining suicide,1,2011,False,,False,,False,,True,"GMG has received grants from Sanofi-aventis and Servier in the past, and honoraria from various pharmaceutical companies. EAH has received funding from a Wellcome Trust Clinical Fellowship (WT088217); and grants from the Lupina Foundation, Royal Society, Medical Research Council, and the Economic and Social Research Council in the UK. SAH and CD have no conflicts of interest to report.",True,"This research was funded by Oxfordshire and Buckinghamshire Mental Health Trust support to SAH, and a Wellcome Trust Clinical Fellowship awarded to EAH. GMG has received grants from Sanofi-aventis and Servier in the past, and honoraria from various pharmaceutical companies. EAH has received funding from a Wellcome Trust Clinical Fellowship (WT088217); and grants from the Lupina Foundation, Royal Society, Medical Research Council, and the Economic and Social Research Council in the UK. SAH and CD have no conflicts of interest to report."
33,21668746,"Berna C, Vincent K, Moore J, Tracey I, Goodwin GM, Holmes EA.",Presence of mental imagery associated with chronic pelvic pain: a pilot study,1,2011,False,,False,,False,,False,,True,"CB is supported by a Lord Florey Scholarship of the Berrow Foundation and an Eugenio Litta Scholarship, KV is funded by an NIHR Academic Clinical Lecturer Award, and EH is supported by a Wellcome Trust Clinical Fellowship (WT088217) and a grant from the Lupina Foundation."
34,23029278,"Di Milia L, Rogers NL, Åkerstedt T.","Sleepiness, long distance commuting and night work as predictors of driving performance",1,2012,False,,False,,False,,True,Competing Interests: Dr Rogers is an editorial board member. The authors confirm that this does not alter the authors' adherence to all the PLoS ONE policies on sharing data and materials.,True,"The study was funded by the Department of Transport and Main Roads, QLD, Australia. The funders had no role in study design, data collection and analysis, decision to submit or preparation of the manuscript."
35,23094031,"Taillard J, Capelli A, Sagaspe P, Anund A, Akerstedt T, Philip P.",In-car nocturnal blue light exposure improves motorway driving: a randomized controlled trial,0,2012,False,,False,,True,Trial Registration ClinicalTrials.govNCT01070004,True,"Competing Interests: Dr. Akerstedt has consulted for: Sanofi, AstraZeneca, Johnson&Johnson, Hästens, Apoteksbolaget. Dr. Philip reported receiving payment for lectures from UCB. PHILIPS provided two portable blue lights (goLITE BLU®) for this study and VINCI autoroute/ASF allowed the authors to use their highways for research. There are no patents, products in development or marketed products to declare. This does not alter the authors' adherence to all the PLOS ONE policies on sharing data and materials.",True,"This research was supported by an ERANET transport ENT 15 grant (Sleepiness at the wheel) from the French Ministry “Ministère de l'Ecologie, du Développement Durable, des Transports et du Logement (MEDDTL)”. PHILIPS provided 2 portable blue lights (goLITE BLU®) and VINCI autoroute/ASF allowed us to use their highways for our research. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
36,23144849,"Golkar A, Lonsdorf TB, Olsson A, Lindstrom KM, Berrebi J, Fransson P, Schalling M, Ingvar M, Öhman A.",Distinct contributions of the dorsolateral prefrontal and orbitofrontal cortex during emotion regulation,0,2012,False,,False,,False,,True,Competing Interests: The authors have declared that no competing interests exist.,True,"This work was supported by grants from the Swedish Research Council (to A.Ö., M.S., M.I.), the Nordic Research Council for the Humanities and Social Sciences (NOS-HS, to A.Ö.), the National Institute of Mental Health, Center for the Study of Emotion and Attention (to A.Ö.), the Barbro and Bernard Osher Foundation (M.I.), The Swedish Governmental Agency for Innovation Systems (VINNOVA) and The Swedish Foundation for Strategic Research (A.Ö., M.I.). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
37,22607663,"Forsman H, Rudman A, Gustavsson P, Ehrenberg A, Wallin L.","Nurses' research utilization two years after graduation--a national survey of associated individual, organizational, and educational factors",0,2012,False,,False,,False,,True,Competing interests The authors declare that they have no competing interests.,True,"HF was supported by the Health Care Sciences Postgraduate School, Karolinska Institutet and by Dalarna University. AR and PG hold a grant from AFA Insurance, and LW is supported by the Center for Care Sciences at Karolinska Institutet. We also want to thank the participating nurses for their cooperation in this project."
38,22579509,"Browning M, Holmes EA, Charles M, Cowen PJ, Harmer CJ.",Using attentional bias modification as a cognitive vaccine against depression,0,2012,False,,False,,False,,True,"Professor Harmer is on the advisory board of P1Vital Ltd and holds shares in this company. She is a company director and holds shares in Oxford Psychologists Ltd. She has received consultancy/honoraria from P1Vital, Servier, Lundbeck, and Eli Lily. Professor Cowen has been a paid member of advisory boards of Eli Lilly, Lundbeck, and Servier. He has received remuneration for scientific advice given to legal representatives of GlaxoSmithKline. The other authors declare no biomedical financial interests or potential conflicts of interest.",True,This study was supported by an experimental medicine grant from the Medical Research Council (Grant No. G0701672). MB was supported by an Oxford Health Services Research Committee Clinical Fellowship. EAH was supported by a Wellcome Trust Clinical Fellowship (Grant No. WT088217).
39,22570062,"Davies C, Malik A, Pictet A, Blackwell SE, Holmes EA.",Involuntary memories after a positive film are dampened by a visuospatial task: unhelpful in depression but helpful in mania?,1,2012,False,,False,,False,,False,,True,This research was supported by a Wellcome Trust Clinical Fellowship to Emily A. Holmes (WT088217) and the National Institute for Health Research (NIHR). Simon E. Blackwell was supported by a grant from the Lupina Foundation awarded to Emily A. Holmes. Aiysha Malik was supported by a Medical Research Council Studentship. Arnaud Pictet was supported by a Prospective Researcher Fellowship from the Swiss National Science Foundation. We would like to thank Ian A. Clark for his help with the film ratings and Yiu Luke and the EPaCT team for discussion.
40,21416451,"Murphy FC, Barnard PJ, Terry KA, Carthery-Goulart MT, Holmes EA.","SenseCam, imagery and bias in memory for wellbeing",1,2011,False,,False,,False,,False,,True,"This research was funded by Microsoft Research Cambridge, a Wellcome Trust Clinical Fellowship awarded to Emily A. Holmes (088217), and the UK Medical Research Council under project code A060_0022 (Philip Barnard). We would like to thank Leah Campbell for help with designing the tasks."
41,23123567,"Pearson DG, Deeprose C, Wallace-Hadrill SM, Burnett Heyes S, Holmes EA.",Assessing mental imagery in clinical psychology: a review of imagery measures and a guiding framework,1,2013,False,,False,,False,,False,,True,"Emily A. Holmes is supported by the Wellcome Trust Clinical Fellowship (WT088217), The Lupina Foundation, The Medical Research Council, and the National Institute for Health Research (NIHR) Oxford Biomedical Research Centre based at Oxford University Hospitals Trust, Oxford University. The views expressed are those of the author(s) and not necessarily those of the NHS, the NIHR or the Department of Health."
