,PMID,is_coi_pred,is_register_pred,is_fund_pred,is_open_code,is_open_data,Publication Year,Institution,Journal/Book
67,28125591,True,True,True,False,True,2017,Karolinska,PLoS One
68,28108650,True,False,True,False,False,2017,Karolinska,Physiol Rep
69,28128321,True,False,True,False,False,2017,Karolinska,Sci Rep
70,28126022,True,True,True,False,False,2017,Karolinska,BMC Psychol
71,28125662,True,False,True,False,False,2017,Karolinska,PLoS One
72,28126929,True,False,True,False,False,2017,Karolinska,Genome Announc
73,28129361,True,False,True,False,True,2017,Karolinska,PLoS One
74,28130765,True,False,True,False,True,2017,Karolinska,EJNMMI Phys
75,28190908,False,False,True,False,False,2017,Karolinska,Popul Res Policy Rev
76,28129751,True,True,True,False,False,2017,Karolinska,BMC Health Serv Res
77,28129771,True,False,True,False,False,2017,Karolinska,Int J Equity Health
78,28149501,True,False,True,False,False,2017,Karolinska,Clin Transl Allergy
79,28099843,False,False,True,False,True,2017,Karolinska,Cell Rep
80,28130207,True,False,True,False,False,2017,Karolinska,BMJ Open
81,28132011,True,True,True,False,False,2017,Karolinska,BMJ Open
82,28132012,True,False,True,False,False,2017,Karolinska,BMJ Open
83,28132003,True,True,True,False,False,2017,Karolinska,BMJ Open
84,28135285,True,False,True,False,False,2017,Karolinska,PLoS One
85,28135325,True,False,True,False,False,2017,Karolinska,PLoS One
86,28139776,True,False,True,False,False,2017,Karolinska,Sci Rep
87,28143611,True,False,True,False,False,2017,Karolinska,BMC Pregnancy Childbirth
88,28143465,True,False,True,False,False,2017,Karolinska,BMC Public Health
89,28137261,True,False,True,False,False,2017,Karolinska,BMC Public Health
90,28143539,True,False,True,False,False,2017,Karolinska,BMC Health Serv Res
91,28143594,True,False,True,False,False,2017,Karolinska,BMC Gastroenterol
92,28143429,True,False,True,False,False,2017,Karolinska,BMC Pediatr
93,28143463,True,True,True,False,False,2017,Karolinska,BMC Neurol
94,28137292,True,False,True,False,True,2017,Karolinska,Genome Biol
95,28145492,True,False,True,False,False,2017,Karolinska,Sci Rep
96,28143476,True,False,True,False,False,2017,Karolinska,BMC Med Educ
97,28141674,True,False,True,False,False,2017,Karolinska,Epidemiology
98,28121925,True,False,True,False,False,2017,Karolinska,Medicine (Baltimore)
99,28210223,True,False,True,False,False,2017,Karolinska,Front Pharmacol
100,28210220,True,False,True,False,False,2017,Karolinska,Front Aging Neurosci
101,28148290,True,False,True,False,True,2017,Karolinska,Arthritis Res Ther
102,28148244,True,False,True,False,True,2017,Karolinska,BMC Microbiol
103,28148251,True,False,True,False,False,2017,Karolinska,BMC Health Serv Res
104,28121979,True,False,True,False,False,2017,Karolinska,Med Sci Monit
105,28152009,True,False,True,False,False,2017,Karolinska,PLoS One
106,28151942,True,False,True,False,False,2017,Karolinska,PLoS One
107,28103239,True,False,True,True,True,2017,Karolinska,PLoS Comput Biol
108,28153884,False,False,True,False,True,2017,Karolinska,Genome Announc
109,28151950,True,False,True,False,False,2017,Karolinska,PLoS One
111,28139693,True,False,True,False,True,2017,Karolinska,Nat Commun
112,28158314,True,False,True,False,False,2017,Karolinska,PLoS One
113,28210078,True,False,False,False,False,2017,Karolinska,World J Gastroenterol
114,28158971,True,False,True,False,True,2017,Karolinska,BMC Genomics
115,28210270,True,False,True,False,False,2017,Karolinska,Gastroenterol Res Pract
116,28165010,True,False,True,False,True,2017,Karolinska,Sci Rep
117,28203510,True,False,False,False,False,2017,Karolinska,Plast Reconstr Surg Glob Open
118,28203107,True,False,True,False,False,2017,Karolinska,Clin Epidemiol
119,28243598,True,False,True,False,False,2017,Karolinska,Biomed Res Int
120,28167817,True,False,True,False,False,2017,Karolinska,Sci Rep
121,28166765,True,True,True,False,False,2017,Karolinska,BMC Cancer
122,28104812,True,False,True,False,False,2017,Karolinska,J Exp Med
123,28166745,True,False,True,False,False,2017,Karolinska,BMC Pregnancy Childbirth
124,28098765,True,True,True,False,False,2017,Karolinska,Nutrients
126,28170401,True,False,True,False,False,2017,Karolinska,PLoS One
127,28203083,True,False,False,False,False,2017,Karolinska,Neuropsychiatr Dis Treat
128,28176831,True,True,True,False,False,2017,Karolinska,Sci Rep
129,28176844,True,False,True,False,False,2017,Karolinska,Sci Rep
130,28173834,True,False,True,False,False,2017,Karolinska,BMC Med
131,28173775,True,True,True,False,True,2017,Karolinska,BMC Neurol
132,28178304,True,False,True,False,True,2017,Karolinska,PLoS One
133,28178275,True,False,True,False,False,2017,Karolinska,PLoS One
134,28178738,True,False,True,False,True,2017,Karolinska,PLoS One
135,28246602,True,False,True,False,False,2017,Karolinska,Biomed Res Int
136,28140403,True,False,True,False,False,2017,Karolinska,Transl Psychiatry
137,28182624,True,False,True,False,False,2017,Karolinska,PLoS One
138,28228974,True,False,True,False,False,2017,Karolinska,PLoS Curr
139,28186209,True,False,True,False,False,2017,Karolinska,Sci Rep
140,28183316,True,False,True,False,False,2017,Karolinska,BMC Med Educ
141,28157104,True,False,True,False,False,2017,Karolinska,J Alzheimers Dis
142,28239338,True,False,True,False,False,2017,Karolinska,Front Cell Neurosci
143,28187786,True,False,True,False,False,2017,Karolinska,BMC Nephrol
144,28246611,True,False,True,False,False,2017,Karolinska,Biomed Res Int
145,28165464,True,False,True,False,True,2017,Karolinska,Nat Commun
146,28239214,True,False,True,False,False,2017,Karolinska,Cognit Ther Res
147,28101805,True,False,True,False,False,2017,Karolinska,J Inherit Metab Dis
148,28243457,True,False,True,False,False,2017,Karolinska,Lupus Sci Med
149,28261115,True,False,True,False,False,2017,Karolinska,Front Psychiatry
150,28223844,True,False,True,False,False,2017,Karolinska,J Pain Res
151,28202713,True,True,True,False,False,2017,Karolinska,BMJ
152,28202056,True,True,True,False,False,2017,Karolinska,BMC Anesthesiol
153,28205536,True,False,True,False,True,2017,Karolinska,Sci Rep
154,28205624,True,False,True,False,False,2017,Karolinska,Sci Rep
155,28229037,False,False,True,False,False,2017,Karolinska,Prev Med Rep
156,28209190,True,False,True,False,False,2017,Karolinska,Alzheimers Res Ther
157,28239649,True,False,True,False,True,2017,Karolinska,JCI Insight
158,28207816,True,False,True,False,False,2017,Karolinska,PLoS One
159,28207771,True,False,True,False,True,2017,Karolinska,PLoS One
160,28209224,True,False,True,False,False,2017,Karolinska,J Am Coll Cardiol
162,28209192,True,False,True,False,False,2017,Karolinska,BMC Health Serv Res
163,28209122,True,True,True,False,False,2017,Karolinska,BMC Geriatr
164,28212408,True,False,True,False,True,2017,Karolinska,PLoS One
165,28265256,True,False,True,False,False,2017,Karolinska,Front Neurol
166,28195176,True,False,True,False,True,2017,Karolinska,Nat Commun
167,28216640,True,False,True,False,False,2017,Karolinska,Sci Rep
169,28270793,True,False,True,False,False,2017,Karolinska,Front Neurol
170,28196948,True,False,True,False,False,2017,Karolinska,BMJ Open
171,28199847,False,False,True,False,False,2017,Karolinska,Cell Rep
172,28220836,True,False,True,False,False,2017,Karolinska,Sci Rep
173,28118323,True,True,True,False,False,2017,Karolinska,Br J Cancer
175,28219363,True,False,True,False,False,2017,Karolinska,BMC Med Ethics
176,28191884,True,False,True,True,True,2017,Karolinska,Nat Microbiol
177,28275357,True,True,True,False,False,2017,Karolinska,Front Psychol
178,28270851,True,False,True,False,False,2017,Karolinska,Evid Based Complement Alternat Med
179,28222704,True,False,True,False,False,2017,Karolinska,BMC Pregnancy Childbirth
180,28280462,True,False,True,False,False,2017,Karolinska,Front Neuroanat
181,28228119,True,False,True,False,True,2017,Karolinska,BMC Med Genet
182,28231283,True,False,True,False,True,2017,Karolinska,PLoS Genet
184,28233799,True,False,True,False,False,2017,Karolinska,Sci Rep
185,28231806,True,False,True,False,False,2017,Karolinska,J Transl Med
186,28233866,True,False,True,False,True,2017,Karolinska,Sci Rep
187,28235040,True,False,True,False,False,2017,Karolinska,PLoS One
188,28235006,True,False,True,False,True,2017,Karolinska,PLoS One
189,28235104,True,False,True,False,False,2017,Karolinska,PLoS One
190,28289391,True,False,True,False,False,2017,Karolinska,Front Pharmacol
191,28289388,True,False,True,False,False,2017,Karolinska,Front Pharmacol
192,28240259,True,False,True,False,False,2017,Karolinska,Sci Rep
193,28241756,True,False,True,False,False,2017,Karolinska,BMC Med Educ
194,28261479,True,False,True,False,False,2017,Karolinska,J Eat Disord
195,28167566,True,False,True,False,True,2017,Karolinska,Mol Syst Biol
196,28326177,True,False,True,False,False,2017,Karolinska,Eur Clin Respir J
197,28243900,True,False,True,False,False,2017,Karolinska,J Headache Pain
198,28293542,True,False,True,False,True,2017,Karolinska,Front Cell Infect Microbiol
199,28286689,True,True,True,False,False,2017,Karolinska,Parkinsons Dis
200,28241785,True,True,True,False,False,2017,Karolinska,BMC Geriatr
202,28245280,True,True,True,False,True,2017,Karolinska,PLoS Med
203,28293623,True,False,True,False,False,2017,Karolinska,Psychiatry J
204,28093500,True,False,True,False,False,2017,Karolinska,EMBO J
205,28213390,True,False,True,False,True,2017,Karolinska,Circ Cardiovasc Genet
206,28249043,True,False,True,False,True,2017,Karolinska,PLoS One
207,28249045,True,False,True,False,True,2017,Karolinska,PLoS One
208,28191872,True,False,True,False,True,2017,Karolinska,Elife
209,28148765,True,False,True,False,True,2017,Karolinska,J R Soc Interface
211,28249601,True,False,True,False,False,2017,Karolinska,BMC Cancer
212,28256604,True,False,True,False,False,2017,Karolinska,Sci Rep
213,28256597,True,False,True,False,False,2017,Karolinska,Sci Rep
214,28253880,True,False,True,False,False,2017,Karolinska,BMC Med Educ
215,28253868,True,False,True,False,True,2017,Karolinska,Malar J
216,28257474,True,False,True,False,True,2017,Karolinska,PLoS One
217,28257459,True,False,True,False,True,2017,Karolinska,PLoS One
218,28257498,True,False,True,False,True,2017,Karolinska,PLoS One
219,28257491,True,False,True,False,False,2017,Karolinska,PLoS One
220,28214226,False,False,True,False,True,2017,Karolinska,Immunity
221,28289603,True,False,False,False,True,2017,Karolinska,Genom Data
222,28264065,True,False,True,False,False,2017,Karolinska,PLoS One
223,28264013,True,False,True,False,True,2017,Karolinska,PLoS One
224,28155057,True,False,True,False,False,2017,Karolinska,Obes Surg
225,28213512,True,False,True,False,False,2017,Karolinska,J Exp Med
226,28266623,True,False,True,False,False,2017,Karolinska,Sci Rep
227,28280676,True,False,True,False,False,2017,Karolinska,Plast Reconstr Surg Glob Open
228,28272395,True,False,True,False,False,2017,Karolinska,Sci Rep
229,28270182,True,False,True,False,False,2017,Karolinska,Arthritis Res Ther
230,28270123,True,False,True,False,False,2017,Karolinska,BMC Public Health
231,28270103,True,False,True,False,False,2017,Karolinska,BMC Gastroenterol
232,28273142,True,False,True,False,False,2017,Karolinska,PLoS One
233,28388695,False,False,True,False,False,2017,Karolinska,Acta Pharm Sin B
235,28274219,True,False,True,False,False,2017,Karolinska,BMC Public Health
236,28274239,True,False,True,False,True,2017,Karolinska,Environ Health
237,28274268,True,True,True,False,False,2017,Karolinska,Trials
238,28274206,True,False,True,False,False,2017,Karolinska,BMC Gastroenterol
239,28337428,True,False,True,False,True,2017,Karolinska,Front Cell Infect Microbiol
240,28276533,True,False,True,False,True,2017,Karolinska,Sci Rep
241,28178186,True,False,True,False,False,2017,Karolinska,Int J Mol Sci
243,28400952,True,False,True,False,False,2017,Karolinska,J Glob Health
244,28095396,True,False,True,False,False,2017,Karolinska,Br J Cancer
245,28152549,True,False,True,False,False,2017,Karolinska,Br J Cancer
246,28278245,True,False,True,False,True,2017,Karolinska,PLoS One
247,28278213,True,False,True,False,True,2017,Karolinska,PLoS One
248,28278299,True,False,True,False,True,2017,Karolinska,PLoS One
249,28124194,True,False,False,False,False,2017,Karolinska,Int J Behav Med
250,28344566,True,False,True,False,False,2017,Karolinska,Front Psychol
251,28326179,True,False,True,False,False,2017,Karolinska,Eur Clin Respir J
252,28211615,True,False,True,False,False,2017,Karolinska,Cancer Med
253,28316909,True,False,False,False,False,2017,Karolinska,Prev Med Rep
254,28316905,True,False,False,False,False,2017,Karolinska,Prev Med Rep
255,28293126,True,False,True,False,False,2017,Karolinska,J Blood Med
256,28348939,True,False,False,False,False,2017,Karolinska,Cureus
257,28237976,True,False,True,False,False,2017,Karolinska,Int J Med Educ
258,28284208,True,False,True,False,False,2017,Karolinska,BMC Psychiatry
259,28284231,True,False,True,False,True,2017,Karolinska,Arthritis Res Ther
260,28348557,True,False,True,False,False,2017,Karolinska,Front Immunol
262,28287184,True,False,True,False,False,2017,Karolinska,Sci Rep
263,28287161,True,False,True,False,True,2017,Karolinska,Sci Rep
265,28287169,True,False,True,True,False,2017,Karolinska,Sci Rep
266,28288632,True,False,True,False,True,2017,Karolinska,Malar J
267,28242591,True,False,False,False,False,2017,Karolinska,JMIR Mhealth Uhealth
268,28288611,True,True,True,False,False,2017,Karolinska,BMC Musculoskelet Disord
269,28288627,True,False,True,False,False,2017,Karolinska,BMC Health Serv Res
270,28288659,True,False,True,False,False,2017,Karolinska,Breast Cancer Res
271,28291786,True,False,True,False,False,2017,Karolinska,PLoS Med
273,28270591,True,False,True,False,False,2017,Karolinska,Physiol Rep
274,28292317,True,False,True,False,False,2017,Karolinska,Trials
275,28292279,True,False,True,False,False,2017,Karolinska,BMC Psychiatry
276,28316769,True,False,True,False,False,2017,Karolinska,Mol Autism
277,28296934,True,False,True,False,False,2017,Karolinska,PLoS One
278,28331375,True,False,False,False,False,2017,Karolinska,Open Access J Sports Med
279,28249834,True,False,True,False,False,2017,Karolinska,JMIR Mhealth Uhealth
280,28274962,True,False,True,False,False,2017,Karolinska,BMJ Open
281,28326188,True,False,True,False,False,2017,Karolinska,RMD Open
282,28264828,True,False,True,False,True,2017,Karolinska,BMJ Open
283,28122334,True,False,False,False,False,2017,Karolinska,Oncotarget
284,28367432,True,False,True,False,False,2017,Karolinska,Front Public Health
285,28303903,True,False,True,True,False,2017,Karolinska,Sci Rep
286,28170373,True,False,True,False,False,2017,Karolinska,Br J Cancer
287,28302088,True,False,True,False,False,2017,Karolinska,BMC Public Health
288,28333614,True,False,False,False,False,2017,Karolinska,Euro Surveill
289,28251891,True,False,True,False,False,2017,Karolinska,Euro Surveill
291,28319891,True,False,True,False,False,2017,Karolinska,Redox Biol
292,28167679,True,False,True,False,False,2017,Karolinska,J Cell Sci
293,28246329,True,False,True,False,False,2017,Karolinska,Proc Natl Acad Sci U S A
294,28320479,True,True,True,False,False,2017,Karolinska,J Ovarian Res
295,28320354,True,False,True,False,False,2017,Karolinska,BMC Pediatr
296,28087486,False,False,True,False,True,2017,Karolinska,Acta Biomater
297,28204831,False,False,True,False,False,2017,Karolinska,Int J Mol Med
298,28229909,True,False,True,False,False,2017,Karolinska,EBioMedicine
299,28270381,True,False,True,False,False,2017,Karolinska,JMIR Public Health Surveill
300,28327569,True,False,True,False,False,2017,Karolinska,Sci Rep
301,28277048,True,False,True,False,False,2017,Karolinska,Scand J Prim Health Care
302,28192277,True,False,True,False,False,2017,Karolinska,Aging (Albany NY)
303,28327133,True,False,True,False,False,2017,Karolinska,BMC Musculoskelet Disord
304,28118605,True,False,True,False,False,2017,Karolinska,Oncotarget
305,28332632,True,False,True,False,False,2017,Karolinska,Sci Rep
306,28330446,True,True,True,False,False,2017,Karolinska,BMC Psychiatry
307,28137721,False,False,True,False,True,2017,Karolinska,Drug Metab Dispos
308,28333976,True,True,True,False,False,2017,Karolinska,PLoS One
309,28338080,True,False,True,False,False,2017,Karolinska,Sci Rep
310,28428673,True,False,False,False,False,2017,Karolinska,Med Arch
311,28360538,True,False,True,False,False,2017,Karolinska,J Exp Pharmacol
313,28345590,True,False,True,False,False,2017,Karolinska,Sci Rep
315,28356729,True,False,True,False,False,2017,Karolinska,Int J Chron Obstruct Pulmon Dis
316,28347281,True,False,True,False,False,2017,Karolinska,BMC Pregnancy Childbirth
317,28350862,True,True,True,False,True,2017,Karolinska,PLoS One
318,28226240,True,False,True,False,True,2017,Karolinska,Elife
319,28356302,True,False,True,False,False,2017,Karolinska,BMJ
320,28356107,True,False,True,False,False,2017,Karolinska,BMC Psychiatry
321,28357787,True,False,True,False,False,2017,Karolinska,EJNMMI Res
322,28330949,True,False,True,False,False,2017,Karolinska,Physiol Rep
323,28229193,True,False,True,False,False,2017,Karolinska,Unfallchirurg
324,28117759,True,False,True,False,False,2017,Karolinska,Cells
326,28314745,True,False,True,False,False,2017,Karolinska,BMJ Open
327,28302634,True,False,True,False,False,2017,Karolinska,BMJ Open
328,28356091,True,True,True,False,False,2017,Karolinska,BMC Musculoskelet Disord
329,28356135,True,False,True,False,True,2017,Karolinska,Arthritis Res Ther
330,28356142,True,True,True,False,False,2017,Karolinska,BMC Pediatr
331,28241484,True,False,True,False,False,2017,Karolinska,Int J Mol Sci
332,28272355,True,False,True,False,False,2017,Karolinska,Int J Mol Sci
335,28358801,True,False,True,False,True,2017,Karolinska,PLoS One
336,28392715,True,False,True,False,False,2017,Karolinska,Clin Epidemiol
337,28191889,True,False,True,False,True,2017,Karolinska,Nat Genet
338,28361684,True,False,True,False,False,2017,Karolinska,BMC Bioinformatics
339,28361960,True,False,True,False,False,2017,Karolinska,Sci Rep
340,28386395,True,False,True,False,False,2017,Karolinska,Ann Med Surg (Lond)
341,28413374,True,False,True,False,False,2017,Karolinska,Metabolomics
342,28408925,True,False,True,False,False,2017,Karolinska,Int J Endocrinol
343,28392917,True,False,True,False,False,2017,Karolinska,J Eat Disord
344,28177437,True,False,True,False,False,2017,Karolinska,Ann Oncol
345,28369144,True,False,True,False,False,2017,Karolinska,PLoS One
346,28110411,True,False,True,False,False,2017,Karolinska,J Neurooncol
347,28348409,True,False,True,False,True,2017,Karolinska,Nat Commun
348,28376919,True,True,True,False,False,2017,Karolinska,Trials
349,28374768,True,False,True,False,True,2017,Karolinska,Sci Rep
350,28392908,True,False,True,False,False,2017,Karolinska,Mol Autism
351,28372583,True,False,True,False,False,2017,Karolinska,BMC Med
352,28424764,True,False,True,False,False,2017,Karolinska,Front Pediatr
354,28376820,True,False,True,False,False,2017,Karolinska,J Cardiovasc Magn Reson
355,28376727,True,False,True,False,False,2017,Karolinska,BMC Cancer
356,28376912,True,True,True,False,False,2017,Karolinska,Trials
357,28375953,True,False,False,False,False,2017,Karolinska,Qual Manag Health Care
358,28382975,True,False,True,False,False,2017,Karolinska,Sci Rep
359,28392740,True,False,True,False,False,2017,Karolinska,Biochem Med (Zagreb)
360,28384289,True,False,True,False,False,2017,Karolinska,PLoS One
361,28384164,True,False,True,False,False,2017,Karolinska,PLoS One
362,28384268,True,False,True,False,False,2017,Karolinska,PLoS One
363,28384314,True,False,True,False,False,2017,Karolinska,PLoS One
364,28401188,True,False,True,False,False,2017,Karolinska,Mol Cell Oncol
365,28405353,True,False,True,False,True,2017,Karolinska,R Soc Open Sci
366,28385844,False,False,True,False,False,2017,Karolinska,Genome Announc
367,28385161,True,False,True,False,False,2017,Karolinska,J Cardiovasc Magn Reson
368,28408830,True,False,True,False,False,2017,Karolinska,Neuropsychiatr Dis Treat
369,28388648,True,False,True,False,True,2017,Karolinska,PLoS One
370,28202700,True,False,True,False,False,2017,Karolinska,Neurology
371,28150226,True,False,False,False,False,2017,Karolinska,Clin Orthop Relat Res
373,28400959,True,False,True,False,False,2017,Karolinska,Arch Public Health
374,28102840,True,False,True,False,False,2017,Karolinska,Cell Death Dis
375,28145423,True,False,True,False,True,2017,Karolinska,Eur J Hum Genet
376,28333139,True,False,True,False,False,2017,Karolinska,Cell Death Dis
377,28423635,True,False,True,False,False,2017,Karolinska,Oncotarget
378,28186996,True,False,True,True,True,2017,Karolinska,Oncotarget
379,28442990,True,False,True,False,False,2017,Karolinska,Front Mol Neurosci
380,28204870,True,False,True,False,False,2017,Karolinska,Int Arch Occup Environ Health
381,28213781,True,False,True,False,False,2017,Karolinska,Breast Cancer Res Treat
382,28224384,True,False,True,False,False,2017,Karolinska,Breast Cancer Res Treat
383,28399847,True,True,True,False,False,2017,Karolinska,BMC Pediatr
384,28399897,True,False,True,False,False,2017,Karolinska,Scand J Trauma Resusc Emerg Med
385,28399912,True,False,True,False,False,2017,Karolinska,Scand J Trauma Resusc Emerg Med
386,28397877,True,True,True,False,False,2017,Karolinska,Sci Rep
387,28397834,True,False,True,False,True,2017,Karolinska,Sci Rep
388,28300824,True,False,True,False,False,2017,Karolinska,Clin Transl Gastroenterol
389,28458444,True,False,True,False,True,2017,Karolinska,Dis Markers
390,28363931,True,False,True,False,False,2017,Karolinska,BMJ Open
391,28363927,True,False,True,False,False,2017,Karolinska,BMJ Open
392,28395344,True,False,True,False,False,2017,Karolinska,Ann Work Expo Health
393,28361263,True,False,True,False,False,2017,Karolinska,Pediatr Cardiol
394,28403843,True,False,True,False,False,2017,Karolinska,BMC Oral Health
395,28413830,True,False,True,False,False,2017,Karolinska,Scoliosis Spinal Disord
396,28100699,True,False,True,False,True,2017,Karolinska,Nucleic Acids Res
397,28334807,True,False,True,False,True,2017,Karolinska,Nucleic Acids Res
398,28403174,True,True,True,False,False,2017,Karolinska,PLoS One
399,28450870,True,False,True,False,False,2017,Karolinska,Front Immunol
400,28407807,True,False,True,False,False,2017,Karolinska,Cardiovasc Diabetol
401,28465686,True,False,True,False,False,2017,Karolinska,Int J Dent
402,28406953,True,False,True,True,True,2017,Karolinska,PLoS Comput Biol
403,28275011,True,False,True,False,False,2017,Karolinska,EMBO J
404,28360026,True,False,False,False,False,2017,Karolinska,JMIR Mhealth Uhealth
405,28426106,True,True,True,False,False,2017,Karolinska,Ann Oncol
406,28410419,True,False,True,False,False,2017,Karolinska,PLoS One
407,28411326,True,False,True,False,False,2017,Karolinska,Sports Med Open
408,28179588,True,True,True,False,False,2017,Karolinska,Oncotarget
409,28415966,True,False,True,False,False,2017,Karolinska,BMC Pregnancy Childbirth
410,28412946,True,False,True,False,False,2017,Karolinska,BMC Neurol
411,28443292,True,False,True,False,False,2017,Karolinska,Eur J Radiol Open
412,28414714,True,False,True,False,False,2017,Karolinska,PLoS One
413,28369121,True,False,True,False,True,2017,Karolinska,PLoS Comput Biol
414,28369058,True,False,True,False,True,2017,Karolinska,PLoS Genet
415,28458669,True,False,True,False,False,2017,Karolinska,Front Immunol
416,28237791,True,True,True,False,False,2017,Karolinska,Lancet Diabetes Endocrinol
417,28417956,True,False,True,False,False,2017,Karolinska,Sci Rep
418,28417965,True,False,True,False,False,2017,Karolinska,Sci Rep
419,28303322,True,False,True,False,False,2017,Karolinska,Anal Bioanal Chem
420,28469621,True,False,True,False,False,2017,Karolinska,Front Immunol
421,28424093,True,False,True,False,False,2017,Karolinska,Pediatr Rheumatol Online J
422,28422993,True,False,True,False,False,2017,Karolinska,PLoS One
423,28375759,True,False,True,True,False,2017,Karolinska,Biopreserv Biobank
424,28473831,True,False,True,False,False,2017,Karolinska,Front Immunol
425,28424072,True,False,True,False,False,2017,Karolinska,BMC Public Health
426,28427369,True,False,True,False,False,2017,Karolinska,BMC Psychiatry
427,28427458,True,False,True,False,False,2017,Karolinska,Hum Genomics
428,28425479,True,False,True,False,False,2017,Karolinska,Sci Rep
429,28372353,True,False,False,False,False,2017,Karolinska,J Prev Med Public Health
430,28426661,True,False,True,False,False,2017,Karolinska,PLoS Negl Trop Dis
431,28426741,True,False,True,False,False,2017,Karolinska,PLoS One
432,28426817,True,False,True,False,True,2017,Karolinska,PLoS One
433,28426756,True,False,True,False,False,2017,Karolinska,PLoS One
434,28426789,True,False,True,False,False,2017,Karolinska,PLoS Pathog
435,28451028,True,False,True,False,False,2017,Karolinska,Pan Afr Med J
436,28427471,True,False,True,False,False,2017,Karolinska,Health Qual Life Outcomes
437,28356371,True,False,True,False,False,2017,Karolinska,Eur Respir J
