"article","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements"
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,TRUE,"data availability statement",FALSE,"data availability . danish data protection laws prohibits sharing of the data used for . this study . . references . 1. appelbaum pc hunter pa. the fluoroquinolone antibacterials: past present and . perspectives. int j antimicrob agents2000",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,TRUE,"field-specific repository, data availability statement",FALSE,"the read coverage viewed through the integrative genomics viewer (igv version 2 3 98) 5152 pathway enrichment analysis was carried out by using metascape version 3 5 p-value (0 01) was used as cut-off 53 all the raw sequence data for the samples used in this study are available on the national center for biotechnology information sequence read archive database: bioproject prjna730422.;     all the raw sequence data for the samples used in this study are available on the national center for biotechnology information sequence read archive database: bioproject prjna730422.;     data availability all the raw sequence data for the samples used in this study are available on the national center for biotechnology information sequence read archive database: bioproject prjna730422.      data availability all the raw sequence data for the samples used in this study are available on the national center for biotechnology information sequence read archive database: bioproject prjna730422",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
NA,FALSE,"",FALSE,"",""
